peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_nu
HoiH23_PlH23_002420	0	0	0	0	0	0	0	1	0	0	0	0	0
HoiH23_PlH23_002423	3	4	16	16	11	11	15	8	17	18	18	3	5
HoiH23_orphan_957	12	22	70	34	0	0	1	0	0	0	1	0	0
HoiH23_orphan_958	0	0	0	0	0	0	0	1	0	0	0	0	0
HoiH23_PlH23_002431	0	0	1	6	28	0	4	0	14	3	0	0	0
HoiH23_PlH23_002433	1	0	4	0	0	0	6	3	0	2	2	0	1
HoiH23_PlH23_002435	0	0	1	1	2	0	7	1	3	1	6	0	2
HoiH23_PlH23_002436	9	17	36	13	35	11	44	24	32	22	37	15	13
HoiH23_PlH23_002439	0	0	1	0	0	1	3	0	1	0	0	0	0
HoiH23_PlH23_002440	6	10	14	5	5	4	7	8	6	5	10	9	3
HoiH23_PlH23_002441	19	19	18	10	14	5	8	8	16	6	8	6	13
HoiH23_orphan_959	0	0	0	0	0	0	0	1	0	0	0	0	0
HoiH23_PlH23_002445	0	0	1	0	1	1	4	2	0	1	2	1	0
HoiH23_PlH23_002449	2	4	1	0	10	3	6	3	7	1	3	2	5
HoiH23_PlH23_002454	0	0	5	1	3	0	3	1	3	0	2	0	0
HoiH23_PlH23_002455	3	2	1	0	1	0	9	1	4	4	1	0	2
HoiH23_PlH23_002456	0	0	1	0	2	1	25	20	11	28	0	0	1
HoiH23_orphan_960	0	1	4	1	0	0	24	2	0	0	2	18	0
HoiH23_PlH23_002459	9	10	20	11	18	10	19	6	27	10	6	12	8
HoiH23_orphan_961	1	0	3	1	0	0	0	3	1	0	1	1	0
HoiH23_orphan_962	0	0	0	1	0	0	0	1	2	0	0	0	0
HoiH23_PlH23_002462	0	3	9	6	6	1	7	6	7	12	4	0	2
HoiH23_PlH23_002463	0	0	2	0	0	0	4	0	3	0	0	0	0
HoiH23_PlH23_002465	2	7	14	5	5	5	9	2	6	4	6	1	1
HoiH23_PlH23_002466	2	3	5	0	4	4	4	6	5	6	8	1	2
HoiH23_orphan_963	0	0	0	0	0	0	1	0	1	0	0	1	0
HoiH23_PlH23_002468	3	3	27	17	3	1	16	7	4	10	14	6	2
HoiH23_PlH23_002469	1	4	5	0	3	1	3	1	4	3	3	3	0
HoiH23_PlH23_002470	0	0	0	0	0	0	0	0	0	0	0	0	1
HoiH23_PlH23_002471	1	2	5	1	6	0	4	3	2	1	4	0	0
HoiH23_PlH23_002473	1	3	6	3	6	3	8	2	14	9	5	5	7
HoiH23_PlH23_002474	0	1	0	0	0	0	1	0	0	0	0	0	0
HoiH23_PlH23_002476	0	2	10	2	2	0	7	1	4	2	4	0	0
HoiH23_PlH23_002421	0	0	3	4	0	0	2	0	0	0	2	1	1
HoiH23_PlH23_002422	0	2	2	1	2	0	1	1	0	0	4	0	1
HoiH23_PlH23_002424	4	4	11	6	1	1	12	8	16	6	3	0	2
HoiH23_PlH23_002425	7	11	21	6	0	2	10	0	2	4	2	0	0
HoiH23_PlH23_002426	0	1	1	0	0	0	2	1	0	1	0	0	0
HoiH23_PlH23_002427	1	8	10	2	0	1	3	0	0	0	0	2	0
HoiH23_PlH23_002428	1	2	5	4	4	3	5	0	4	4	6	3	2
HoiH23_PlH23_002429	1	1	1	0	5	1	3	4	4	0	4	2	2
HoiH23_PlH23_002430	0	0	2	0	0	0	8	3	0	3	0	0	1
HoiH23_orphan_964	0	0	1	0	2	0	1	3	2	0	0	2	0
HoiH23_PlH23_002432	0	1	1	0	1	0	3	0	0	0	0	1	0
HoiH23_PlH23_002434	0	0	0	0	0	0	0	1	2	1	0	1	0
HoiH23_PlH23_002438	8	3	43	29	8	7	35	17	24	24	22	4	10
HoiH23_PlH23_002442	2	4	10	7	2	2	11	6	4	2	7	1	2
HoiH23_orphan_966	1	0	1	0	1	0	0	0	0	0	0	0	0
HoiH23_PlH23_002443	7	22	1	0	13	7	0	1	14	0	2	0	9
HoiH23_PlH23_002444	1	3	2	0	6	2	4	4	6	4	5	2	3
HoiH23_PlH23_002446	0	1	4	2	2	2	3	3	2	0	6	2	0
HoiH23_PlH23_002447	52	62	78	35	66	87	73	24	149	40	56	31	47
HoiH23_PlH23_002448	1	1	0	0	0	1	0	1	0	0	0	0	0
HoiH23_orphan_967	0	0	0	0	0	0	0	1	0	0	0	0	1
HoiH23_PlH23_002451	5	0	7	0	37	20	20	10	5	1	3	1	8
HoiH23_PlH23_002452	2	3	1	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_002457	24	51	89	20	40	32	56	32	92	107	62	46	24
HoiH23_PlH23_002458	0	1	6	1	0	0	17	0	3	0	21	42	1
HoiH23_orphan_968	0	0	0	0	0	0	17	0	0	0	0	7	0
HoiH23_orphan_969	4	2	1	2	5	1	8	4	4	0	1	7	2
HoiH23_PlH23_002460	18	34	36	9	0	6	8	27	6	10	25	4	16
HoiH23_orphan_970	0	1	5	5	5	4	8	2	3	2	6	3	7
HoiH23_PlH23_002461	1	1	1	1	2	0	2	1	1	0	1	0	2
HoiH23_PlH23_002464	0	2	12	3	5	3	10	5	4	3	13	3	7
HoiH23_PlH23_002467	1	1	11	0	1	1	34	3	5	1	6	8	0
HoiH23_orphan_971	0	0	0	0	0	0	0	1	0	0	0	0	0
HoiH23_PlH23_002472	1	6	8	5	1	1	10	6	10	7	8	4	0
HoiH23_PlH23_002475	1	2	10	4	2	1	21	2	9	3	12	4	11
HoiH23_PlH23_002477	2	1	10	1	4	0	21	9	39	15	23	7	1
HoiH23_orphan_972	0	0	0	0	1	1	0	0	0	0	1	0	0
HoiH23_PlH23_006495	4	1	2	1	1	0	1	1	2	0	4	1	1
HoiH23_PlH23_006496	0	4	5	8	2	0	3	3	0	1	2	0	3
HoiH23_PlH23_006497	0	0	0	0	0	0	0	0	0	1	0	0	0
HoiH23_PlH23_006500	0	0	0	0	0	0	0	1	0	0	0	0	0
HoiH23_orphan_973	0	0	0	0	0	0	10	0	9	1	0	0	0
HoiH23_PlH23_006504	3	1	8	3	10	1	8	9	5	7	8	3	3
HoiH23_PlH23_006506	5	12	27	11	11	4	23	11	21	16	19	16	10
HoiH23_PlH23_006507	1	0	3	0	0	1	9	1	0	1	0	1	1
HoiH23_PlH23_006509	3	2	4	3	2	1	12	7	9	6	8	3	6
HoiH23_PlH23_006511	4	8	2	1	2	1	3	4	8	0	19	2	8
HoiH23_PlH23_006514	3	2	2	3	3	0	9	5	7	4	8	0	2
HoiH23_PlH23_006494	1	6	5	0	4	1	4	3	5	1	7	1	1
HoiH23_PlH23_006498	0	0	1	1	0	0	5	3	0	0	5	2	2
HoiH23_PlH23_006499	21	66	397	15	25	13	193	13	131	30	166	104	19
HoiH23_PlH23_006501	0	0	0	0	0	0	10	16	2	1	5	0	2
HoiH23_PlH23_006502	0	0	1	0	0	0	0	0	25	1	2	0	0
HoiH23_PlH23_006503	2	5	13	0	0	0	15	6	0	1	1	0	0
HoiH23_PlH23_006505	13	26	58	34	62	22	148	53	124	79	92	35	25
HoiH23_orphan_975	0	0	0	0	0	0	0	1	0	0	0	0	0
HoiH23_PlH23_006508	1	5	6	5	1	0	8	9	6	2	4	3	5
HoiH23_PlH23_006510	1	0	4	0	0	0	4	1	2	2	4	3	3
HoiH23_PlH23_006512	0	0	3	0	0	1	10	1	3	1	0	4	0
HoiH23_PlH23_006513	0	4	6	3	3	0	6	4	8	3	8	4	0
HoiH23_PlH23_008002	5	13	11	5	6	12	18	6	20	4	21	3	6
HoiH23_PlH23_008004	0	0	1	1	3	2	0	3	4	4	2	1	0
HoiH23_PlH23_008006	4	6	17	4	8	4	21	14	13	10	18	7	4
HoiH23_PlH23_008007	4	2	7	3	5	0	20	10	16	5	7	2	0
HoiH23_orphan_976	1	0	0	0	0	0	2	0	2	0	0	0	3
HoiH23_PlH23_008008	6	13	21	11	10	4	20	8	17	14	16	5	6
HoiH23_PlH23_008009	0	0	4	0	0	1	4	3	1	1	1	1	1
HoiH23_orphan_977	0	0	0	0	8	0	0	0	0	0	0	0	0
HoiH23_PlH23_008011	0	0	2	0	0	1	3	2	2	1	2	1	0
HoiH23_PlH23_008003	1	0	4	1	2	3	1	2	4	4	2	1	0
HoiH23_PlH23_008005	1	1	4	0	7	2	4	4	7	1	5	1	1
HoiH23_PlH23_008010	1	2	4	2	2	4	7	1	10	5	7	1	1
HoiH23_PlH23_008012	0	2	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_008014	0	1	0	0	0	0	0	1	0	0	0	0	0
HoiH23_PlH23_008015	0	0	0	0	0	0	0	2	0	0	0	0	0
HoiH23_PlH23_008016	0	0	0	0	0	0	7	5	0	0	1	0	0
HoiH23_PlH23_008017	0	0	0	0	0	0	5	2	0	0	0	0	0
HoiH23_orphan_979	5	7	2	3	5	4	15	5	13	14	7	5	5
HoiH23_orphan_980	0	0	0	0	0	0	0	0	2	2	0	0	0
HoiH23_PlH23_008106	2	0	27	47	37	5	76	62	2308	1073	21	3	4
HoiH23_PlH23_008109	0	2	9	3	1	3	6	3	5	2	6	2	2
HoiH23_PlH23_008112	0	0	0	1	0	0	0	0	1	2	0	0	3
HoiH23_PlH23_008114	3	9	20	2	5	2	15	7	15	12	21	9	7
HoiH23_orphan_982	1	0	1	0	1	1	1	4	4	1	1	1	0
HoiH23_PlH23_008116	1	19	34	11	53	19	48	33	46	19	31	18	5
HoiH23_PlH23_008117	13	21	8	11	3	0	9	6	4	8	9	2	0
HoiH23_PlH23_008118	15	15	3	14	11	4	10	1	20	5	4	12	3
HoiH23_orphan_983	0	1	0	1	4	1	0	0	1	0	1	3	0
HoiH23_PlH23_008119	0	3	5	11	12	4	1	3	1	0	0	3	3
HoiH23_orphan_984	236	591	356	231	483	378	651	523	870	927	661	214	340
HoiH23_PlH23_008104	2	5	4	4	4	3	6	13	27	10	3	3	5
HoiH23_PlH23_008105	0	0	1	1	1	0	2	1	1	0	2	2	0
HoiH23_PlH23_008108	12	27	29	17	25	11	27	36	62	51	31	13	16
HoiH23_PlH23_008110	7	3	6	7	6	2	8	1	4	1	6	5	6
HoiH23_PlH23_008111	1	0	0	0	2	0	0	1	2	0	0	0	0
HoiH23_PlH23_008113	0	3	7	0	3	0	1	3	1	2	8	2	1
HoiH23_PlH23_008115	65	114	179	56	58	30	98	97	116	108	133	55	35
HoiH23_PlH23_005194	0	0	0	1	1	0	2	0	8	4	1	2	0
HoiH23_PlH23_005195	1	0	0	1	2	1	0	3	7	0	8	3	0
HoiH23_PlH23_005197	0	0	4	0	3	1	3	1	2	2	0	2	0
HoiH23_PlH23_005199	1	4	75	4	0	0	114	6	8	12	9	54	0
HoiH23_PlH23_005200	2	0	11	0	0	0	19	2	4	2	2	5	1
HoiH23_PlH23_005201	4	5	48	0	1	0	77	6	8	3	16	52	0
HoiH23_PlH23_005202	5	8	73	1	1	0	126	10	11	11	14	69	1
HoiH23_PlH23_005203	3	9	65	1	1	0	58	4	6	7	5	32	0
HoiH23_PlH23_005208	1	3	6	3	1	0	7	5	3	3	8	2	1
HoiH23_PlH23_005210	11	19	69	19	38	20	74	32	69	27	66	33	17
HoiH23_PlH23_005214	0	1	1	0	0	1	1	1	2	0	0	0	1
HoiH23_PlH23_005216	0	0	0	0	0	0	0	0	1	0	0	0	1
HoiH23_PlH23_005196	1	0	4	1	1	1	4	0	8	2	4	3	1
HoiH23_PlH23_005198	4	6	6	3	4	2	6	4	4	5	6	3	6
HoiH23_PlH23_005204	10	23	28	24	14	4	56	25	32	19	28	8	14
HoiH23_PlH23_005205	1	0	9	1	3	1	2	4	0	1	4	2	0
HoiH23_PlH23_005206	7	22	55	5	19	5	21	46	51	27	23	10	9
HoiH23_PlH23_005207	1	2	6	3	2	0	9	1	0	5	2	3	0
HoiH23_PlH23_005209	5	8	23	8	6	7	26	12	15	13	25	7	4
HoiH23_PlH23_005211	4	11	41	20	12	9	105	42	52	25	32	17	16
HoiH23_PlH23_005212	0	0	1	0	0	0	0	0	0	1	1	0	1
HoiH23_PlH23_005213	0	1	4	1	4	0	1	0	2	0	2	1	0
HoiH23_PlH23_005215	1	3	5	0	4	1	7	3	8	2	4	6	1
HoiH23_PlH23_005217	0	1	3	0	0	0	1	0	0	0	1	1	1
HoiH23_PlH23_007586	0	2	8	1	4	1	11	5	7	3	7	1	0
HoiH23_PlH23_007588	0	1	3	3	0	1	0	1	8	1	2	1	0
HoiH23_PlH23_007589	0	0	2	2	0	0	4	3	3	1	3	0	1
HoiH23_PlH23_007591	0	1	4	0	0	2	1	2	3	2	2	3	0
HoiH23_PlH23_007592	0	1	2	0	0	1	9	1	1	0	2	0	0
HoiH23_PlH23_007597	4	2	7	2	6	2	1	3	3	9	5	3	0
HoiH23_PlH23_007599	0	0	0	0	1	0	0	0	0	0	0	0	0
HoiH23_orphan_986	0	0	0	0	0	0	0	0	0	0	1	0	0
HoiH23_PlH23_007600	0	0	1	1	3	4	7	1	4	1	0	1	2
HoiH23_PlH23_007601	3	1	2	5	2	3	2	0	1	2	3	0	0
HoiH23_PlH23_007603	1	2	3	1	0	0	5	5	3	2	1	0	0
HoiH23_PlH23_007604	1	0	1	0	0	0	8	2	2	3	3	4	2
HoiH23_PlH23_007585	0	2	1	2	2	1	2	1	2	1	0	2	2
HoiH23_PlH23_007587	6	9	28	8	18	4	53	35	44	26	39	12	10
HoiH23_PlH23_007590	4	11	24	10	15	4	33	36	38	19	21	8	10
HoiH23_PlH23_007593	0	0	1	0	0	0	3	0	0	0	0	1	0
HoiH23_PlH23_007594	1	1	2	0	0	0	6	6	0	1	0	0	0
HoiH23_PlH23_007595	6	10	20	5	1	10	17	8	82	101	14	10	12
HoiH23_PlH23_007596	0	1	2	2	0	1	0	2	1	0	3	1	1
HoiH23_PlH23_007598	4	2	17	0	10	5	7	12	20	9	11	5	4
HoiH23_orphan_988	0	8	4	0	0	1	1	2	3	2	1	1	0
HoiH23_PlH23_007602	0	0	1	1	0	0	3	2	5	1	4	1	0
HoiH23_orphan_989	1	0	4	1	3	1	6	3	10	2	5	1	2
HoiH23_PlH23_007179	0	0	1	2	0	0	0	1	2	0	2	0	2
HoiH23_PlH23_007182	1	2	11	1	6	1	14	4	26	15	12	3	2
HoiH23_PlH23_007184	10	13	28	22	26	13	30	19	31	15	37	18	15
HoiH23_PlH23_007186	4	3	6	1	3	2	2	2	5	2	8	1	1
HoiH23_PlH23_007188	15	15	66	11	52	24	111	32	112	33	35	47	20
HoiH23_PlH23_007191	0	0	1	1	2	0	0	3	0	1	0	0	0
HoiH23_PlH23_007193	3	1	4	3	1	0	7	5	4	1	2	1	0
HoiH23_PlH23_007194	0	0	1	0	0	0	0	0	0	2	2	0	0
HoiH23_PlH23_007195	5	3	6	1	3	1	6	10	32	14	4	2	1
HoiH23_PlH23_007197	4	8	9	5	3	1	13	8	12	5	16	7	2
HoiH23_PlH23_007199	9	5	12	6	6	2	9	4	22	10	10	6	3
HoiH23_PlH23_007200	0	0	7	0	0	0	17	0	0	0	2	2	1
HoiH23_PlH23_007180	0	0	0	0	0	1	0	0	1	0	0	0	0
HoiH23_PlH23_007181	1	1	1	0	1	1	2	2	13	7	0	1	0
HoiH23_PlH23_007183	1	3	2	0	4	3	1	2	20	4	5	2	2
HoiH23_PlH23_007185	6	4	8	0	6	7	8	5	15	7	14	0	12
HoiH23_orphan_990	3	8	8	3	14	8	8	9	10	5	17	1	12
HoiH23_PlH23_007187	3	6	8	2	3	1	10	7	16	1	10	2	0
HoiH23_PlH23_007189	17	31	44	30	53	15	93	48	61	48	56	15	19
HoiH23_PlH23_007190	7	3	12	6	9	2	13	0	13	11	16	5	1
HoiH23_PlH23_007192	2	8	13	8	12	11	36	12	25	10	13	5	4
HoiH23_orphan_991	2	5	11	3	7	1	12	7	4	7	3	7	4
HoiH23_PlH23_007196	4	9	11	7	8	8	41	31	21	24	26	16	12
HoiH23_PlH23_007198	2	5	2	2	1	1	9	8	6	4	3	6	2
HoiH23_PlH23_007201	0	0	2	0	3	1	5	0	3	2	0	1	0
HoiH23_PlH23_007850	11	17	6	0	11	10	6	5	37	5	2	0	1
HoiH23_PlH23_007853	0	0	3	1	1	0	1	0	2	0	1	1	2
HoiH23_PlH23_007854	0	0	1	0	0	0	2	0	0	2	1	0	0
HoiH23_PlH23_007858	0	2	2	1	3	0	5	2	1	0	5	0	1
HoiH23_PlH23_007861	6	3	13	2	3	3	24	10	12	8	13	4	3
HoiH23_PlH23_007862	1	1	0	0	0	1	5	8	2	1	1	1	4
HoiH23_PlH23_007863	0	1	1	2	0	0	3	2	3	1	1	0	1
HoiH23_orphan_994	0	2	0	2	1	2	3	3	3	2	6	2	2
HoiH23_PlH23_007867	0	0	0	1	0	0	1	0	0	0	0	1	0
HoiH23_orphan_995	0	0	0	0	1	0	1	2	1	0	2	0	1
HoiH23_PlH23_007872	0	0	0	4	2	0	1	0	3	0	4	0	0
HoiH23_orphan_996	0	0	1	0	2	0	0	0	1	0	0	0	0
HoiH23_PlH23_007851	3	1	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_007852	1	0	0	0	0	0	0	2	1	0	0	0	0
HoiH23_PlH23_007856	0	0	0	0	0	0	5	0	0	1	1	0	0
HoiH23_PlH23_007857	2	0	21	0	0	12	51	0	0	2	8	0	6
HoiH23_orphan_997	0	0	0	0	0	0	2	0	0	0	0	0	0
HoiH23_PlH23_007859	0	3	8	0	1	0	10	4	4	1	4	3	0
HoiH23_PlH23_007860	1	0	6	1	3	1	3	5	4	5	1	2	2
HoiH23_PlH23_007864	1	6	6	3	8	0	10	4	9	2	12	2	2
HoiH23_PlH23_007865	38	53	113	37	27	15	90	44	102	69	114	39	18
HoiH23_PlH23_007866	0	0	0	0	0	0	0	1	0	0	1	0	0
HoiH23_PlH23_007868	0	1	2	1	0	1	0	0	1	0	1	0	0
HoiH23_PlH23_007869	1	0	0	0	0	0	1	1	0	0	1	0	0
HoiH23_PlH23_007870	5	0	7	1	7	3	20	11	36	12	11	10	0
HoiH23_PlH23_007871	1	2	3	4	2	3	10	9	4	5	4	2	1
HoiH23_PlH23_007873	0	0	0	0	0	1	4	2	3	0	2	0	1
HoiH23_orphan_998	0	0	1	0	0	0	1	0	0	1	0	0	0
HoiH23_PlH23_009315	0	0	3	0	0	0	2	1	0	3	3	0	2
HoiH23_PlH23_009316	1	0	1	1	3	1	6	3	0	4	4	1	1
HoiH23_PlH23_009321	3	3	2	1	2	1	3	6	3	2	9	1	0
HoiH23_PlH23_009323	0	0	0	0	0	0	0	5	0	0	0	0	0
HoiH23_PlH23_009324	0	0	0	0	36	0	0	22	6	0	24	14	0
HoiH23_orphan_999	0	0	2	0	4	1	0	0	2	0	0	4	0
HoiH23_orphan_1000	0	0	0	0	0	0	0	0	0	0	0	0	1
HoiH23_PlH23_009326	0	0	28	1	0	0	16	0	2	0	24	0	1
HoiH23_PlH23_009327	1	3	13	6	5	6	0	0	1	0	4	0	2
HoiH23_PlH23_009328	0	0	0	0	0	1	0	0	0	0	0	0	0
HoiH23_PlH23_009329	53	79	1	5	0	1	2	0	0	15	90	0	0
HoiH23_PlH23_009330	0	1	5	1	3	2	3	1	11	50	26	0	1
HoiH23_PlH23_009332	0	1	5	1	1	0	5	0	0	0	4	0	3
HoiH23_PlH23_009314	3	2	3	0	0	0	9	1	2	4	0	11	1
HoiH23_PlH23_009318	0	0	0	0	0	0	0	0	1	0	0	0	0
HoiH23_PlH23_009319	51	84	20	0	0	47	4	0	313	195	6	0	131
HoiH23_PlH23_009320	0	0	0	0	0	0	0	1	0	0	0	0	0
HoiH23_PlH23_009322	6	2	13	4	11	1	3	3	13	8	12	6	8
HoiH23_PlH23_009325	0	0	17	0	52	27	22	0	11	1	2	25	17
HoiH23_orphan_1001	0	0	1	0	11	7	16	0	2	0	4	7	4
HoiH23_orphan_1002	0	0	1	0	0	6	0	0	0	0	6	0	1
HoiH23_PlH23_009331	1	1	4	1	1	3	10	7	3	6	4	3	0
HoiH23_orphan_1003	0	0	59	0	0	0	0	0	0	0	4	0	0
HoiH23_orphan_1004	0	0	0	0	20	8	0	0	1	0	0	0	2
HoiH23_PlH23_008120	0	0	0	0	35	13	0	4	0	0	0	0	7
HoiH23_PlH23_008121	0	0	1	2	26	10	0	1	2	0	1	0	18
HoiH23_PlH23_008122	0	0	0	0	0	0	0	0	0	0	66	0	0
HoiH23_PlH23_008123	0	0	0	0	0	0	0	0	1	1	1	0	0
HoiH23_PlH23_008124	0	0	2	0	0	0	1	2	4	2	0	1	0
HoiH23_PlH23_008126	0	0	5	0	1	0	3	1	6	1	1	2	0
HoiH23_orphan_1005	0	0	5	0	0	0	0	2	0	0	2	0	0
HoiH23_orphan_1006	0	0	0	0	52	50	0	0	1	0	1	0	6
HoiH23_PlH23_008125	0	0	1	0	2	1	1	1	0	1	0	1	0
HoiH23_PlH23_008127	10	5	13	1	24	5	15	10	27	4	13	4	10
HoiH23_PlH23_008128	0	0	1	0	0	0	0	0	0	0	3	0	3
HoiH23_PlH23_008129	0	0	4	0	2	7	1	0	0	0	5	0	7
HoiH23_PlH23_008130	0	0	0	0	0	0	0	0	0	0	1	0	0
HoiH23_orphan_1007	2	0	0	0	0	0	0	1	1	0	1	0	0
HoiH23_PlH23_008131	0	1	5	6	0	0	1	0	9	2	0	1	12
HoiH23_orphan_1008	1	2	5	1	11	2	2	7	10	9	4	2	1
HoiH23_PlH23_006628	32	59	55	47	40	20	99	84	112	63	71	19	33
HoiH23_orphan_1009	0	0	0	0	2	3	9	0	3	0	0	0	0
HoiH23_PlH23_006632	0	0	2	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_006634	0	2	3	0	1	0	1	2	3	0	1	0	1
HoiH23_PlH23_006637	1	2	16	4	3	3	9	4	16	11	9	1	2
HoiH23_PlH23_006639	2	2	7	2	7	2	5	1	5	2	4	4	2
HoiH23_PlH23_006641	0	0	1	2	0	1	1	0	2	1	1	1	1
HoiH23_orphan_1010	0	0	0	0	0	0	0	0	3	0	0	0	0
HoiH23_PlH23_006626	9	17	12	25	4	5	6	16	16	20	4	1	0
HoiH23_PlH23_006627	0	3	7	3	13	1	7	9	6	11	8	8	3
HoiH23_PlH23_006630	0	1	2	0	0	0	6	0	0	1	0	4	0
HoiH23_PlH23_006631	1	1	0	0	0	0	9	0	8	1	1	0	0
HoiH23_orphan_1011	0	0	1	0	0	0	1	0	2	1	1	0	0
HoiH23_PlH23_006633	1	4	4	1	2	0	4	5	7	5	5	0	2
HoiH23_PlH23_006635	4	2	2	0	1	4	3	0	1	2	2	1	0
HoiH23_PlH23_006636	1	6	1	2	3	2	8	6	3	1	10	0	1
HoiH23_orphan_1012	0	0	0	0	0	0	0	0	0	0	0	0	1
HoiH23_PlH23_006638	1	3	5	4	3	1	14	5	3	7	4	2	3
HoiH23_PlH23_006640	3	3	2	4	7	3	6	4	4	2	5	3	4
HoiH23_PlH23_006643	0	0	2	1	0	1	6	5	4	2	2	2	0
HoiH23_PlH23_000184	0	0	1	1	1	0	0	0	2	1	0	1	0
HoiH23_PlH23_000185	13	27	14	0	1	0	6	0	6	0	2	0	4
HoiH23_orphan_1013	0	1	0	0	1	0	0	0	0	0	1	0	0
HoiH23_PlH23_000189	2	8	9	0	2	1	4	2	3	2	8	1	2
HoiH23_PlH23_000191	4	8	11	9	11	6	17	8	26	17	17	7	6
HoiH23_PlH23_000194	12	37	40	13	47	18	71	25	38	30	55	21	26
HoiH23_PlH23_000196	6	1	5	1	7	0	5	3	2	2	2	1	0
HoiH23_PlH23_000197	7	21	34	3	0	5	383	1	0	233	15	164	141
HoiH23_PlH23_000198	4	8	11	1	9	7	16	9	12	11	12	8	6
HoiH23_PlH23_000200	1	1	7	2	1	0	4	6	1	3	2	0	1
HoiH23_PlH23_000203	3	3	3	5	2	1	6	2	6	6	7	1	2
HoiH23_orphan_1014	1	0	0	0	0	0	1	1	3	0	1	0	1
HoiH23_PlH23_000208	0	0	2	0	0	0	3	0	0	0	0	0	0
HoiH23_PlH23_000209	23	34	52	30	56	26	79	51	506	55	64	29	43
HoiH23_PlH23_000211	1	5	6	3	3	1	11	7	5	3	3	2	3
HoiH23_PlH23_000213	3	16	23	6	11	1	23	13	22	14	25	6	5
HoiH23_PlH23_000215	0	4	15	9	3	1	9	2	20	10	10	3	1
HoiH23_PlH23_000219	12	31	47	11	19	8	59	45	19	26	31	10	33
HoiH23_PlH23_000221	3	5	1	7	5	8	11	6	14	6	3	4	4
HoiH23_PlH23_000222	2	5	19	8	6	3	14	13	27	13	20	6	5
HoiH23_PlH23_000224	0	0	1	0	0	0	3	0	0	0	1	3	0
HoiH23_PlH23_000226	9	8	11	5	4	1	11	8	6	10	14	2	11
HoiH23_PlH23_000229	2	2	8	3	8	3	10	9	6	7	6	1	3
HoiH23_PlH23_000231	4	9	12	7	10	5	14	4	14	9	27	8	13
HoiH23_PlH23_000233	4	2	17	11	10	5	15	9	13	5	14	3	12
HoiH23_PlH23_000236	4	13	13	6	7	5	13	7	19	10	10	5	1
HoiH23_PlH23_000237	0	9	10	3	7	2	6	8	6	8	4	4	1
HoiH23_PlH23_000239	1	0	11	0	1	2	7	3	2	1	5	1	0
HoiH23_orphan_1016	0	0	1	0	0	0	0	0	0	0	0	0	0
HoiH23_orphan_1017	0	0	0	0	13	8	1	1	11	1	0	0	0
HoiH23_PlH23_000242	12	24	17	26	16	6	54	59	31	21	30	6	27
HoiH23_PlH23_000244	3	12	13	9	9	5	23	20	16	6	7	5	20
HoiH23_PlH23_000246	3	2	9	1	2	0	7	1	7	6	4	2	3
HoiH23_PlH23_000248	1	5	8	2	1	1	17	10	3	6	6	4	6
HoiH23_PlH23_000250	0	0	0	0	0	0	0	0	0	0	0	0	2
HoiH23_orphan_1018	0	0	1	0	0	0	0	0	0	0	0	0	0
HoiH23_orphan_1019	15	9	0	0	0	0	4	0	5	0	0	0	0
HoiH23_PlH23_000254	4	4	15	6	9	3	20	10	15	10	22	6	4
HoiH23_PlH23_000256	2	1	3	3	5	5	6	5	9	2	6	6	2
HoiH23_PlH23_000258	0	0	4	0	0	0	3	1	0	0	0	1	0
HoiH23_PlH23_000262	2	3	19	5	8	0	11	11	13	4	13	5	8
HoiH23_PlH23_000265	11	15	27	13	9	9	38	36	20	24	20	16	21
HoiH23_PlH23_000267	4	3	8	1	9	2	11	11	14	10	21	9	2
HoiH23_PlH23_000270	0	0	6	3	1	1	4	6	7	0	1	1	1
HoiH23_orphan_1020	0	1	0	0	0	0	1	0	0	0	5	0	0
HoiH23_PlH23_000272	1	5	5	6	2	2	18	6	8	8	19	4	8
HoiH23_PlH23_000276	0	1	1	2	2	0	4	1	5	1	5	1	0
HoiH23_PlH23_000279	8	8	14	9	8	3	6	7	13	5	14	5	3
HoiH23_orphan_1023	0	0	0	0	0	0	0	0	0	0	1	0	0
HoiH23_orphan_1024	0	0	0	0	0	0	1	0	0	1	0	0	0
HoiH23_PlH23_000282	0	0	1	0	1	1	2	2	0	0	1	0	0
HoiH23_PlH23_000284	1	0	1	0	0	0	1	0	0	1	1	0	0
HoiH23_PlH23_000285	3	3	13	6	11	0	16	11	13	7	14	7	3
HoiH23_PlH23_000286	0	1	16	0	0	0	1	1	2	256	474	0	4
HoiH23_PlH23_000287	0	5	5	0	8	0	13	4	6	4	8	0	1
HoiH23_orphan_1025	0	0	7	12	0	3	0	0	2	1	3	2	1
HoiH23_orphan_1026	1	7	6	5	5	8	6	0	8	7	20	11	0
HoiH23_PlH23_000291	0	6	6	2	6	1	4	0	5	0	13	5	1
HoiH23_PlH23_000292	7	17	32	12	17	3	9	0	20	10	24	19	14
