lipophil_1	trans_lipophil_1_fibre	trans_lipophil_1_gland	trans_lipophil_1_epithelia	trans_lipophil_1_lipophil_2	lipophil_2	trans_lipophil_2_epithelia	trans_lipophil_2_gland	unknown_1	fibre_1	fibre_2	trans_fibre_gland	gland_1	trans_gland_epithelia_ventral	trans_gland_epithelia_dorsal	epithelia_gland_like	epithelia_ventral	epithelia_unknown	epithelia_dorsal	peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_gamma_like	peptidergic_epsilon	peptidergic_zeta	peptidergic_zeta_like	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_mu_like	peptidergic_nu
HoiH23_PlH23_000022	7954	235	1287	211	295	1868	1962	310	1137	3145	919	571	18601	711	300	5511	11774	5143	11286	429	589	578	183	237	448	467	1653	763	622	592	483	505	606	458	89
HoiH23_PlH23_000024	124	4	20	3	3	32	46	4	26	41	16	6	287	10	10	119	223	91	198	6	16	11	11	6	6	10	30	12	6	12	12	14	10	4	2
HoiH23_PlH23_000026	490	16	98	10	28	127	91	16	64	244	56	25	1227	48	20	393	699	359	604	19	59	30	34	12	23	16	93	37	23	47	29	46	47	32	10
HoiH23_PlH23_000027	72	0	8	3	2	32	26	0	15	29	13	2	215	4	3	66	150	66	165	5	11	11	3	5	4	6	28	8	2	14	10	17	8	3	2
HoiH23_PlH23_000028	306	8	39	7	13	89	102	11	71	129	51	23	751	29	19	252	500	240	561	14	30	34	15	23	30	13	82	35	22	40	22	29	22	15	7
HoiH23_orphan_21	1	1	0	1	0	1	1	0	0	0	0	0	3	0	0	2	4	1	3	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
HoiH23_PlH23_000031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HoiH23_PlH23_000032	12	1	1	0	0	5	6	0	2	1	5	1	24	0	1	14	21	6	26	0	4	0	0	0	0	0	2	0	2	3	1	1	2	2	0
HoiH23_PlH23_000034	373	7	36	8	19	133	147	12	87	141	72	14	960	26	25	413	730	329	799	28	59	42	11	19	12	40	115	36	29	49	35	48	27	18	11
HoiH23_PlH23_000036	128	3	20	3	3	40	44	1	25	47	16	4	347	12	9	134	239	104	255	8	8	11	2	9	9	8	38	20	10	20	11	11	13	7	5
HoiH23_PlH23_000038	190	3	32	8	10	60	65	10	46	82	30	13	544	12	13	202	324	158	374	14	15	18	9	18	15	11	62	20	13	25	10	16	16	10	2
HoiH23_PlH23_000040	149	2	21	7	5	36	50	9	40	47	25	10	383	11	7	152	279	125	289	3	12	17	11	5	15	14	42	15	9	20	13	10	16	8	2
HoiH23_PlH23_000042	41	0	7	2	0	12	12	4	8	18	8	2	89	4	3	30	66	20	58	1	2	4	1	1	2	3	12	6	1	4	2	7	4	1	2
HoiH23_PlH23_000043	125	9	21	7	7	4	14	2	12	70	2	7	296	18	1	47	118	42	93	8	19	6	2	1	3	0	8	5	1	5	2	7	8	8	1
HoiH23_PlH23_000044	438	11	41	15	10	123	148	16	125	148	65	20	1234	41	26	474	772	375	845	26	46	41	12	33	19	36	135	62	43	70	44	44	36	15	15
HoiH23_PlH23_000045	272	8	34	5	15	89	80	12	54	121	44	15	736	30	14	271	504	220	451	15	20	28	13	13	18	16	68	48	16	27	24	31	15	13	10
HoiH23_PlH23_000047	130	2	14	2	2	52	36	3	26	35	16	10	365	21	3	116	224	91	251	7	9	21	2	5	9	6	27	11	9	17	13	13	5	7	4
HoiH23_PlH23_000048	252	5	45	5	8	84	68	8	58	79	41	7	747	20	21	259	451	212	473	15	30	34	6	21	14	22	84	31	25	36	25	39	25	19	2
HoiH23_PlH23_000050	350	9	47	11	21	99	109	13	77	156	66	25	873	30	8	320	577	253	606	20	37	35	15	17	11	31	81	42	23	36	30	36	18	28	7
HoiH23_PlH23_000052	140	2	13	8	8	34	47	2	34	59	12	13	404	16	4	129	280	117	283	15	19	14	4	5	13	13	30	21	10	24	16	17	6	10	2
HoiH23_PlH23_000054	193	4	33	7	6	46	63	11	37	91	27	19	481	30	9	175	251	136	308	14	18	20	5	9	15	6	47	19	6	25	26	12	11	8	3
HoiH23_PlH23_000055	2954	83	438	90	117	962	945	109	621	1205	452	161	7979	267	132	3054	5348	2421	5761	209	297	296	144	174	190	263	776	373	213	407	286	378	248	186	86
HoiH23_PlH23_000057	342	9	38	13	21	88	124	11	92	116	51	17	865	43	21	358	632	262	636	20	42	30	24	17	19	26	98	43	29	50	42	36	32	20	8
HoiH23_PlH23_000059	413	10	51	10	16	129	137	17	90	165	64	15	1099	29	14	458	809	322	880	28	35	45	28	29	46	35	137	61	23	69	55	56	47	27	14
HoiH23_PlH23_000061	75	3	15	4	3	17	22	3	9	33	12	13	204	14	2	57	143	40	101	8	5	5	1	5	4	4	20	8	5	3	5	6	5	10	2
HoiH23_orphan_22	7	0	4	0	0	2	1	2	0	4	0	1	31	0	0	12	20	11	15	0	0	0	2	0	0	0	4	1	1	0	2	2	1	1	0
HoiH23_PlH23_000064	66	5	11	5	5	17	14	2	16	26	12	6	162	7	0	51	100	49	97	4	4	9	3	3	4	8	19	8	8	7	7	5	7	4	1
HoiH23_orphan_23	10	0	3	0	0	1	3	0	1	7	2	1	36	0	0	10	16	9	10	0	2	1	1	1	1	0	2	2	1	0	2	1	1	0	0
HoiH23_orphan_24	280	10	36	10	9	63	68	10	73	113	45	18	709	24	6	236	473	219	502	14	24	33	12	12	15	28	93	34	23	28	22	24	22	15	3
HoiH23_PlH23_000068	137	2	12	7	7	38	47	3	35	62	22	14	354	11	7	131	266	108	266	4	18	15	4	12	15	7	28	18	15	16	16	19	9	10	3
HoiH23_orphan_25	13	0	2	1	1	2	5	1	1	8	2	1	30	3	2	10	17	8	23	1	1	1	0	1	1	0	5	2	1	1	1	0	1	0	0
HoiH23_PlH23_000069	55	2	3	0	2	15	7	1	7	27	8	3	147	7	6	39	78	28	79	6	4	6	4	1	3	3	7	5	3	5	2	3	5	5	0
HoiH23_orphan_26	2	0	0	0	0	1	1	0	1	0	0	1	14	0	0	11	11	2	9	0	1	0	0	2	0	0	3	0	0	0	0	4	0	0	0
HoiH23_PlH23_000071	106	0	11	2	1	29	37	4	23	35	19	6	292	17	8	110	182	84	197	10	12	16	6	7	5	7	35	14	7	11	8	14	10	9	1
HoiH23_PlH23_000073	362	4	56	12	12	105	105	13	59	126	50	27	972	42	21	374	587	298	665	24	36	37	11	15	18	23	80	32	29	47	32	43	21	29	10
HoiH23_PlH23_000075	259	3	34	5	7	66	66	12	44	67	31	17	628	21	7	230	437	189	444	17	23	21	11	13	22	14	68	24	23	25	11	36	14	12	7
HoiH23_PlH23_000077	120	4	12	3	8	40	47	3	25	41	32	7	319	16	7	141	231	115	240	7	8	15	7	5	12	10	40	18	5	17	9	15	9	7	4
HoiH23_PlH23_000078	12	0	2	0	0	1	3	1	2	5	2	0	49	1	0	8	26	16	30	1	1	3	0	1	1	0	12	2	2	0	2	2	1	3	1
HoiH23_orphan_27	13	0	0	1	0	1	10	0	4	3	0	1	28	0	0	9	19	4	24	2	2	2	1	0	1	0	1	4	0	2	0	0	1	0	0
HoiH23_PlH23_000080	36	0	2	0	2	13	8	0	11	10	11	0	71	3	7	52	79	23	86	0	7	1	1	2	2	6	13	7	1	5	6	3	3	2	1
HoiH23_PlH23_000082	628	17	102	13	23	176	201	16	90	197	101	45	1534	61	16	561	1030	464	1121	43	69	59	21	32	37	37	144	58	41	69	52	62	29	29	20
HoiH23_PlH23_000084	8720	250	1205	273	364	2345	2817	273	1871	3879	1306	508	23065	819	401	8364	15384	6836	16416	542	885	917	403	537	550	660	2397	1018	671	1141	807	933	708	554	199
HoiH23_PlH23_000087	348	0	4	1	1	15	86	0	16	67	54	15	600	38	2	240	301	147	366	2	31	2	35	1	13	1	29	2	7	20	30	1	1	1	69
HoiH23_PlH23_000089	102	4	13	3	5	44	31	2	28	30	9	4	246	9	5	124	204	66	233	7	13	13	6	3	4	9	29	12	13	23	10	16	7	7	5
HoiH23_PlH23_000091	9	0	2	0	0	3	11	0	1	4	1	0	33	1	1	13	12	9	29	0	1	2	0	0	0	0	5	0	1	1	2	2	1	1	0
HoiH23_PlH23_000092	118	3	15	3	4	26	36	2	29	63	22	5	284	16	4	108	219	82	246	11	16	13	6	6	8	12	42	11	8	13	8	16	10	7	3
HoiH23_orphan_28	6	1	1	0	1	0	4	2	2	4	1	0	30	0	0	11	19	6	17	1	2	1	0	1	1	0	8	1	2	3	1	0	0	2	0
HoiH23_PlH23_000095	63	0	10	8	3	28	29	5	16	28	13	6	216	9	7	83	137	60	150	1	6	10	5	3	0	6	16	5	6	11	8	12	4	6	3
HoiH23_orphan_29	0	0	3	0	0	0	1	0	0	2	0	0	15	0	0	1	8	4	8	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0
HoiH23_PlH23_000097	274	7	29	12	11	83	80	2	55	86	48	5	675	14	10	284	480	218	511	10	21	22	8	16	11	26	65	28	22	43	23	31	18	23	9
HoiH23_PlH23_000099	197	3	25	4	4	51	66	6	38	66	29	19	390	14	7	142	256	100	254	12	19	15	4	0	10	12	50	20	13	13	9	25	15	11	3
HoiH23_PlH23_000101	53	1	12	0	5	15	22	1	14	17	6	1	153	7	3	49	96	37	87	6	1	2	3	2	1	5	17	8	5	9	8	6	3	1	0
HoiH23_PlH23_000103	59	2	7	1	2	14	18	1	7	23	11	5	162	6	3	61	107	54	114	4	5	8	1	7	5	4	28	3	11	6	6	7	9	3	1
HoiH23_PlH23_000106	38	0	4	2	3	8	11	2	7	13	1	1	109	6	3	40	66	36	67	5	4	3	2	4	2	2	15	4	1	2	5	6	1	2	0
HoiH23_PlH23_000108	96	5	18	6	3	23	22	2	14	36	13	6	290	14	7	86	184	91	171	8	11	25	3	3	8	10	25	8	11	14	7	10	6	9	4
HoiH23_PlH23_000110	54	3	18	1	5	9	10	2	7	42	2	9	145	6	1	19	113	29	64	1	4	2	0	1	1	1	6	1	1	3	0	4	5	1	0
HoiH23_orphan_30	1	0	1	0	0	0	1	1	0	2	0	0	5	0	0	2	6	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_000113	194	3	29	6	10	57	64	7	47	79	31	14	511	20	7	154	317	160	353	13	19	20	10	9	17	10	54	19	6	21	19	29	17	7	4
HoiH23_PlH23_000115	96	1	7	5	1	29	35	1	12	32	13	5	235	16	2	92	141	65	151	7	7	12	0	7	7	11	29	10	5	7	7	9	6	4	4
HoiH23_orphan_31	3	0	0	3	0	1	2	0	1	1	2	0	13	0	0	2	5	5	4	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	1
HoiH23_PlH23_000116	1402	26	186	24	53	461	529	56	319	522	288	63	3740	194	86	1726	2734	1464	2803	71	133	130	35	105	91	146	482	242	94	265	177	185	89	76	28
HoiH23_PlH23_000117	1828	27	286	42	50	661	729	66	364	785	358	121	4661	276	119	2255	3485	1819	3500	74	209	163	49	157	128	161	586	302	114	299	214	196	135	150	41
HoiH23_PlH23_000118	259	6	36	12	11	121	90	8	51	104	39	23	683	31	19	306	497	248	475	12	21	29	5	17	10	18	71	48	21	45	27	32	10	21	3
HoiH23_PlH23_000119	676	20	64	16	30	218	270	20	168	216	107	20	1725	53	36	687	1234	527	1446	42	79	63	34	46	34	58	198	78	53	103	71	79	53	30	17
HoiH23_PlH23_000122	105	0	34	0	1	21	23	19	26	29	113	15	414	0	15	160	216	59	257	0	2	2	22	33	1	1	32	17	0	37	2	2	1	1	0
HoiH23_PlH23_000124	58	2	4	2	3	24	24	3	15	29	11	8	135	2	2	47	97	51	110	4	11	8	2	6	3	3	12	7	2	6	5	7	6	2	1
HoiH23_PlH23_000125	5	0	0	0	0	1	0	1	2	6	0	0	25	1	0	5	16	2	8	2	0	0	0	1	0	0	2	3	0	0	0	0	0	2	0
HoiH23_PlH23_000126	61	3	9	4	3	14	21	1	13	36	12	3	151	6	3	69	110	45	89	2	6	5	7	5	2	5	13	6	3	2	7	7	4	2	0
HoiH23_PlH23_000129	324	7	42	11	8	103	128	10	82	122	47	16	858	39	19	341	554	288	634	27	27	39	19	13	21	26	90	40	23	41	37	41	29	17	9
HoiH23_PlH23_000132	68	1	9	1	1	22	20	1	13	20	11	2	180	6	0	59	123	66	148	3	2	7	2	2	5	5	19	9	3	11	6	11	8	4	2
HoiH23_orphan_32	13	0	0	0	0	5	8	0	6	6	4	0	43	2	1	17	30	15	30	2	4	8	1	0	2	4	7	0	2	2	1	2	0	1	0
HoiH23_PlH23_000135	91	0	11	0	3	19	25	4	21	31	12	6	217	8	5	84	164	68	176	6	9	8	6	4	8	10	20	10	7	6	6	9	6	9	3
HoiH23_PlH23_000136	66	3	16	1	5	14	10	4	13	34	7	5	172	3	5	47	126	44	117	9	7	6	1	6	3	4	23	6	4	4	5	10	2	7	1
HoiH23_PlH23_000137	149	3	15	0	6	27	39	6	26	60	26	5	366	20	8	146	232	110	256	9	23	12	8	7	7	8	30	15	16	18	8	17	10	2	5
HoiH23_PlH23_000139	94	6	18	5	4	17	34	5	29	55	13	9	264	13	5	81	177	62	166	7	10	11	9	2	5	6	22	7	6	16	8	7	7	3	3
HoiH23_PlH23_000141	18	1	3	1	4	8	8	3	1	9	3	2	53	5	1	9	37	12	34	1	0	1	0	1	0	1	10	0	1	1	4	2	1	1	0
HoiH23_PlH23_000142	121	3	26	2	5	58	40	6	37	38	24	6	321	11	2	117	204	102	227	16	5	15	2	4	4	12	41	12	3	28	19	12	10	6	5
HoiH23_PlH23_000144	66	2	8	0	2	18	26	2	14	36	9	4	195	7	0	63	113	54	119	3	9	9	2	4	7	4	13	10	2	5	9	3	8	1	2
HoiH23_orphan_33	1	0	0	1	0	3	2	0	1	4	0	0	8	1	0	0	6	6	8	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_000150	196	6	43	10	7	57	76	10	58	67	29	12	556	25	5	175	352	163	328	15	27	18	18	2	11	10	55	25	20	23	16	18	11	12	8
HoiH23_PlH23_000151	99	5	10	3	2	29	32	6	10	31	14	9	274	9	2	103	161	82	197	4	8	11	5	4	4	3	27	13	8	8	10	14	3	7	3
HoiH23_orphan_34	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HoiH23_PlH23_000170	364	9	53	9	18	98	101	7	58	127	39	21	888	39	13	300	571	268	632	20	35	26	22	21	14	30	102	41	33	46	36	29	22	36	7
HoiH23_PlH23_000171	91	2	13	2	4	27	24	2	21	30	11	4	211	14	6	71	125	50	143	2	5	7	5	3	3	3	20	7	9	17	4	12	2	4	1
HoiH23_PlH23_000173	11	0	3	1	0	4	5	0	2	3	2	0	45	3	0	6	19	11	19	1	1	2	0	0	0	2	1	0	2	1	1	0	2	2	0
HoiH23_PlH23_000175	900	17	118	35	49	315	312	26	219	319	140	34	2511	71	35	1016	1711	803	1903	68	94	101	51	75	61	83	289	102	65	158	93	121	71	50	22
HoiH23_PlH23_000177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_orphan_35	1	0	1	1	0	1	1	0	0	0	0	0	4	1	0	3	3	4	3	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0
HoiH23_PlH23_000178	15	0	1	1	1	10	2	0	1	0	4	0	35	0	0	16	24	21	24	0	1	3	0	0	1	4	3	0	4	1	1	0	1	0	0
HoiH23_PlH23_000179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_000180	3	0	0	0	0	0	3	0	0	0	4	0	9	0	0	4	8	2	6	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0
HoiH23_PlH23_000181	5	0	0	0	0	3	0	0	2	2	2	0	15	0	0	2	17	4	5	1	1	2	0	1	0	1	5	0	0	2	0	0	0	0	0
HoiH23_PlH23_000182	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_000183	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HoiH23_orphan_36	61	3	13	1	2	28	26	2	11	27	9	3	187	3	4	52	100	58	124	5	3	10	3	5	4	3	14	8	9	7	9	5	6	2	0
HoiH23_PlH23_000708	399	5	44	11	14	154	168	10	97	112	75	13	995	22	11	432	740	379	887	30	47	52	21	26	18	37	148	72	42	63	41	58	28	18	10
HoiH23_PlH23_000709	595	11	74	25	31	213	220	21	156	206	95	39	1639	60	37	590	1067	588	1225	39	68	73	27	30	33	40	205	82	81	82	58	97	57	23	13
HoiH23_PlH23_000710	25	1	6	1	1	6	8	1	5	12	2	2	61	3	1	24	41	19	36	0	0	4	2	0	3	0	1	6	3	6	2	1	0	1	0
HoiH23_PlH23_000713	417	8	56	15	16	133	142	14	86	130	66	14	1058	33	14	417	703	364	783	24	42	50	23	25	24	26	109	51	29	76	37	35	26	13	12
HoiH23_PlH23_000716	14	0	0	0	0	3	6	1	2	5	2	2	41	1	0	12	22	9	10	1	0	2	0	1	0	0	3	1	0	2	0	0	1	0	0
HoiH23_PlH23_000721	97	3	30	4	5	33	19	3	22	36	19	2	229	3	8	112	177	85	186	7	12	7	2	0	8	7	27	18	10	10	4	16	6	4	3
HoiH23_PlH23_000722	42	0	9	2	2	3	15	2	13	24	5	0	108	3	2	30	63	35	68	5	5	3	2	3	4	1	6	5	3	1	4	1	6	1	1
HoiH23_PlH23_000724	20	0	7	1	3	10	6	2	0	14	1	2	76	4	0	30	57	23	53	1	1	3	0	0	1	2	5	1	0	3	4	2	1	0	0
HoiH23_PlH23_000732	664	17	100	14	21	150	174	27	106	204	76	38	1494	64	31	512	937	452	1074	27	53	53	18	26	36	39	134	63	47	58	44	53	53	37	12
HoiH23_PlH23_000734	32	1	8	2	1	3	6	0	3	15	4	1	79	1	1	31	53	22	41	0	5	2	1	1	1	0	7	2	3	4	1	1	1	0	1
HoiH23_PlH23_000736	99	4	17	6	10	34	26	4	25	49	14	3	281	12	2	77	174	66	161	1	10	9	2	1	8	5	29	9	9	10	14	8	6	6	3
HoiH23_PlH23_000739	62	1	11	3	1	23	15	4	8	30	8	5	141	6	3	46	90	36	92	4	3	8	0	0	3	4	14	4	6	8	6	8	5	2	3
HoiH23_PlH23_000741	200	6	29	4	13	70	55	9	40	92	25	15	547	16	6	187	353	134	396	14	16	18	14	7	12	12	51	22	19	25	14	20	16	13	3
HoiH23_PlH23_000748	228	7	38	8	5	64	78	9	57	107	43	9	624	26	4	244	399	209	480	15	15	23	10	15	8	28	77	29	24	44	20	24	27	12	3
HoiH23_PlH23_000749	207	6	21	9	5	66	69	8	57	86	28	13	583	26	9	202	417	221	438	8	29	34	13	9	14	21	61	20	11	30	17	18	24	15	3
HoiH23_PlH23_000753	115	3	18	0	8	31	30	2	29	40	11	6	283	11	4	117	187	96	205	4	8	4	4	6	15	9	33	14	7	21	9	11	17	12	3
HoiH23_PlH23_000754	45	1	9	1	4	18	25	3	14	13	12	1	114	4	2	38	72	53	97	7	4	4	4	0	1	3	11	10	3	8	9	6	8	2	1
HoiH23_PlH23_000755	17	0	2	0	0	6	8	0	1	4	0	0	31	0	0	16	30	11	29	3	2	5	0	1	2	1	7	4	2	2	5	3	3	1	1
HoiH23_PlH23_000757	84	1	9	3	3	32	29	3	10	54	11	6	247	10	5	59	144	68	132	6	16	4	3	4	7	6	18	5	5	10	7	4	7	5	2
HoiH23_PlH23_000759	163	4	19	5	5	46	34	4	38	66	32	13	411	23	8	163	324	123	312	5	20	20	10	8	9	18	37	16	11	26	20	14	11	13	3
HoiH23_PlH23_000761	30	0	5	0	0	4	8	0	7	11	5	1	68	1	2	31	58	21	45	3	2	3	4	0	1	5	8	1	1	6	2	2	3	1	1
HoiH23_PlH23_000763	4	0	0	0	1	0	2	0	0	1	0	0	10	0	0	4	6	4	5	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0
HoiH23_PlH23_000765	200	5	23	6	3	68	77	8	44	69	43	10	521	15	8	248	381	184	435	12	17	22	15	10	4	19	71	23	21	41	19	25	23	13	8
HoiH23_PlH23_000769	97	1	5	3	7	30	29	1	11	26	13	3	185	4	5	78	155	68	133	7	7	10	6	2	4	6	34	7	6	15	8	11	6	1	2
HoiH23_PlH23_000770	364	13	55	10	13	96	107	17	65	164	43	11	988	34	22	365	599	296	718	21	37	33	13	16	17	28	95	50	29	46	34	47	26	34	10
HoiH23_PlH23_000771	12	0	1	0	0	9	3	1	1	4	2	0	23	1	0	11	16	17	18	0	0	3	0	0	0	1	1	3	1	1	1	3	0	0	0
HoiH23_PlH23_000774	112	5	22	4	4	25	30	6	37	55	19	11	340	12	7	120	221	81	237	5	10	14	4	4	6	12	36	15	16	12	13	9	10	11	5
HoiH23_PlH23_000776	199	4	31	7	13	53	76	6	39	91	35	10	523	26	13	167	308	125	326	7	21	20	7	8	10	16	44	19	17	21	22	20	23	10	9
HoiH23_PlH23_000779	174	6	14	7	3	60	69	5	42	43	24	8	434	8	12	191	281	148	334	5	14	15	3	4	8	21	45	24	12	28	16	22	15	12	8
HoiH23_PlH23_000781	32	0	0	1	1	11	8	0	6	14	5	1	89	4	1	28	64	26	52	2	1	2	4	1	3	3	11	3	4	1	0	4	3	0	1
HoiH23_PlH23_000782	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_000784	87	3	16	3	5	26	29	3	16	33	9	3	249	9	5	97	172	80	184	6	6	8	2	5	4	3	21	11	4	12	10	8	9	7	2
HoiH23_PlH23_000785	166	7	35	5	8	49	57	8	35	67	29	9	416	18	4	142	314	146	291	7	20	15	8	13	6	14	45	15	15	25	13	20	14	7	3
HoiH23_PlH23_000787	133	2	23	3	1	36	43	4	36	48	15	6	371	9	5	124	231	104	243	7	11	12	13	5	8	4	39	8	9	12	15	21	7	8	2
HoiH23_PlH23_000789	45	0	9	2	0	10	13	1	9	21	7	2	97	1	0	34	56	30	79	3	2	4	1	1	2	7	8	10	6	3	3	2	2	4	1
HoiH23_PlH23_000791	184	3	36	2	9	51	45	5	30	80	24	14	512	13	14	143	295	154	294	7	26	20	5	6	11	16	45	21	17	25	17	20	12	17	7
HoiH23_PlH23_000793	85	3	7	3	4	17	28	2	16	24	14	3	185	9	5	73	113	60	144	6	6	7	4	2	3	7	28	8	10	13	10	15	7	3	4
HoiH23_PlH23_000797	136	1	22	7	4	24	43	3	26	47	21	6	318	8	11	135	219	93	219	5	12	11	4	4	7	7	48	20	7	18	5	14	9	7	1
HoiH23_orphan_37	3	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	4	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_000799	19	0	4	0	1	3	7	0	6	1	4	1	32	3	1	12	37	16	30	0	2	2	0	0	0	0	3	5	1	0	0	3	1	0	1
HoiH23_PlH23_000707	83	1	18	3	3	30	35	5	16	40	11	4	217	7	2	76	168	55	137	8	8	10	1	7	9	6	28	12	3	7	9	9	6	3	1
HoiH23_orphan_38	4	0	0	0	0	1	0	0	2	0	0	0	8	0	0	1	2	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
HoiH23_PlH23_000711	73	5	17	4	9	7	21	5	17	45	6	6	204	13	2	45	83	40	84	3	8	4	4	7	5	2	12	7	2	4	5	4	11	3	4
HoiH23_PlH23_000712	201	5	27	5	12	62	63	9	45	71	23	10	474	15	11	160	282	133	298	11	14	21	6	7	6	11	43	18	11	20	12	18	9	8	4
HoiH23_PlH23_000714	24	0	3	0	0	9	3	1	4	8	1	2	64	2	0	24	45	20	45	4	2	2	1	1	3	2	4	3	3	5	1	0	5	1	0
HoiH23_PlH23_000715	320	11	43	6	11	82	81	13	70	104	48	7	827	42	17	287	517	244	612	13	22	21	16	21	15	23	89	37	27	37	33	41	23	25	15
HoiH23_orphan_39	1	0	0	0	0	0	1	0	0	2	0	0	4	1	0	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_000717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_000718	5	0	0	0	0	1	0	1	0	1	0	0	9	0	0	2	6	6	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
HoiH23_PlH23_000719	15	0	3	1	0	7	3	0	3	3	3	0	53	1	1	8	32	17	34	0	1	4	0	0	0	0	3	2	3	1	3	2	3	1	0
HoiH23_PlH23_000720	9	0	1	2	0	2	6	0	0	1	1	0	27	1	0	5	19	4	9	0	1	0	0	0	0	0	0	2	1	0	0	1	2	0	0
HoiH23_PlH23_000723	32	0	6	1	3	9	20	3	9	10	8	2	87	4	0	31	46	28	58	2	6	6	1	0	2	2	15	2	0	6	5	3	2	0	0
HoiH23_PlH23_000725	14	0	1	1	0	1	5	0	3	4	0	0	34	0	0	9	36	12	16	0	1	2	0	2	1	1	8	1	2	0	0	3	0	2	1
HoiH23_PlH23_000726	74	3	9	3	3	27	31	1	14	25	10	5	175	3	2	64	118	47	145	3	13	6	6	5	1	10	17	9	6	7	4	10	8	4	1
HoiH23_PlH23_000727	45	0	7	4	4	9	9	0	10	19	3	3	102	6	3	35	71	23	63	2	3	8	1	0	3	1	7	5	3	5	5	4	3	2	1
HoiH23_PlH23_000728	31	2	4	2	1	10	11	1	9	19	8	2	106	8	3	35	74	35	73	3	8	5	2	4	3	1	12	3	1	4	1	4	4	2	1
HoiH23_PlH23_000729	23	1	1	1	0	8	9	3	1	13	7	1	80	3	2	20	49	21	36	5	0	4	1	0	3	2	3	1	1	2	3	3	1	2	0
HoiH23_PlH23_000730	61	0	32	0	0	3	5	0	44	17	1	1	88	45	1	90	284	105	149	0	3	0	3	1	0	14	4	1	5	0	3	4	1	2	0
HoiH23_PlH23_000731	90	1	14	3	1	29	25	2	24	40	15	5	265	17	2	85	173	93	171	8	8	11	5	6	7	9	22	12	7	9	7	13	10	3	2
HoiH23_PlH23_000733	139	3	10	3	4	57	35	9	28	62	14	7	378	12	5	119	229	97	264	10	15	15	5	10	15	6	36	15	7	21	15	12	6	8	2
HoiH23_PlH23_000735	100	0	6	5	3	30	28	4	16	42	14	4	213	3	5	80	139	64	156	4	9	12	3	9	4	3	32	8	8	7	10	6	7	2	2
HoiH23_PlH23_000737	23	0	5	0	0	5	2	1	6	8	6	3	84	5	1	22	29	16	34	0	3	4	0	0	1	1	6	3	2	3	0	2	3	1	1
HoiH23_PlH23_000738	82	4	8	3	1	15	31	2	8	41	13	1	206	7	2	71	114	64	123	6	3	10	6	8	3	6	16	9	6	10	8	3	4	4	1
HoiH23_PlH23_000740	201	2	33	14	6	70	82	5	57	71	39	4	531	16	2	232	388	202	424	10	17	28	11	13	16	17	74	26	9	25	18	28	15	17	10
HoiH23_PlH23_000742	57	1	9	3	2	9	18	0	14	30	4	3	147	6	2	39	109	44	91	2	5	8	6	2	3	2	9	2	8	5	7	4	2	3	1
HoiH23_PlH23_000743	3	0	0	0	0	3	0	0	0	0	0	1	12	2	0	6	12	1	21	2	0	0	0	1	0	1	1	0	0	0	1	0	3	1	0
HoiH23_PlH23_000744	20	2	2	0	0	7	7	0	1	6	1	1	53	1	1	20	41	19	48	1	5	1	0	1	1	2	4	2	4	3	2	2	0	3	1
