lipophil	trans_lipophil_1_gland	trans_lipophil_1_epithelia	unknown_2.1	unknown_2.2	fibre	trans_fibre_gland	gland_1	trans_gland_epithelia	epithelia_gland_like	epithelia_unknown_1	epithelia_unknown_2	epithelia_unknown_3	epithelia_ventral	trans_epithelia_dorsal_ventral	epithelia_dorsal	peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_gamma_like	peptidergic_delta	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_mu_like	peptidergic_nu	peptidergic_omicron
Tadh_TriadG63531	3485	262	273	170	212	1412	165	4621	382	1355	124	1203	850	3572	1242	3322	218	324	219	120	58	197	75	236	285	124	396	126	177	120	394	138	155
Tadh_TriadG18529	11	1	0	0	1	5	0	7	0	2	0	6	4	8	3	7	2	2	1	0	0	1	0	1	1	0	0	1	2	0	0	0	0
Tadh_TriadG20075	4	1	0	0	0	7	0	8	1	0	0	2	1	3	0	4	0	1	0	0	0	1	0	4	1	1	0	0	0	0	0	0	0
Tadh_TriadG63532	37	9	4	0	4	10	1	49	1	8	0	19	20	39	14	29	4	7	6	1	0	0	2	4	5	1	6	2	4	2	8	1	3
Tadh_TriadG37000	6	2	0	1	1	2	1	5	0	1	0	6	1	5	3	6	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1
Tadh_TriadG52313	49	7	3	2	8	14	4	72	9	25	2	15	12	51	14	49	5	6	4	7	2	5	0	3	3	4	6	3	5	3	10	1	0
Tadh_TriadG52314	156	16	14	10	6	88	17	215	22	57	8	61	37	185	67	165	10	13	6	5	4	6	6	22	13	4	20	8	6	10	25	11	14
Tadh_orphan_34	97	16	4	3	6	42	4	165	6	38	11	37	22	101	27	114	6	3	12	3	3	2	8	12	9	2	13	8	3	2	15	1	4
Tadh_TriadG37002	89	12	5	6	11	49	10	102	11	49	4	59	33	107	23	99	3	9	5	1	0	7	2	11	2	7	16	2	4	5	21	3	5
Tadh_TriadG19795	179	14	12	8	7	70	9	241	23	70	8	53	37	189	64	180	12	11	9	4	2	5	5	8	13	4	25	4	8	8	17	3	5
Tadh_TriadG37004	186	18	10	14	7	67	11	205	13	87	8	24	23	154	49	172	7	11	12	1	2	8	2	3	9	6	15	5	14	2	18	2	6
Tadh_TriadG63536	253	20	10	10	13	86	13	266	28	89	8	51	31	219	54	244	14	7	14	4	2	9	2	20	23	4	19	6	10	9	16	7	7
Tadh_TriadG18418	236	32	16	8	14	120	16	322	17	88	6	79	57	232	76	233	18	24	16	2	3	16	10	16	27	6	32	10	9	12	33	9	20
Tadh_TriadG49735	613	50	38	30	37	239	37	689	76	196	15	159	98	584	196	500	30	44	35	17	4	24	16	27	33	27	68	14	31	8	67	13	15
Tadh_TriadG19973	6	2	0	0	1	6	2	11	1	4	1	1	2	7	2	9	0	1	1	0	0	2	1	0	1	1	3	1	0	1	2	0	0
Tadh_TriadG52330	29	1	1	1	3	9	2	28	4	5	1	11	5	29	13	17	1	1	1	2	0	1	0	1	4	0	7	3	2	0	5	0	4
Tadh_TriadG52335	60	2	1	1	3	25	4	95	8	24	0	13	11	67	24	59	2	4	5	1	0	2	2	2	4	3	6	2	3	2	10	6	7
Tadh_TriadG19797	114	15	10	3	16	61	15	164	18	48	3	40	26	138	30	97	9	3	9	2	3	4	3	7	11	7	16	10	3	4	13	4	4
Tadh_TriadG52338	10	0	0	0	2	5	1	7	0	4	0	2	6	7	4	4	0	0	0	0	1	0	1	0	1	1	4	0	2	1	0	0	0
Tadh_TriadG52339	207	25	10	13	13	78	15	285	21	72	4	54	34	169	57	178	12	8	16	8	3	10	2	9	16	12	11	6	5	5	16	4	5
Tadh_TriadG49736	102	9	8	9	3	39	12	125	10	33	3	28	18	98	26	74	11	7	3	3	3	1	1	11	9	4	11	3	5	6	9	3	2
Tadh_TriadG52345	4	1	0	0	0	1	0	3	0	1	0	0	0	7	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG52346	27	5	1	3	0	11	2	32	0	5	1	7	1	24	5	20	1	5	1	0	0	2	2	0	1	2	4	2	0	0	5	1	0
Tadh_TriadG52348	171	17	12	13	7	62	16	224	21	66	6	56	28	159	57	157	9	17	9	4	3	8	2	14	20	10	21	5	10	7	19	6	8
Tadh_orphan_35	5	1	0	0	3	4	0	5	3	1	0	4	2	4	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tadh_TriadG18956	189	18	17	6	23	74	14	245	27	55	4	49	48	213	60	188	12	16	8	2	2	6	6	15	15	6	27	13	8	2	13	6	8
Tadh_TriadG19984	134	13	6	2	12	45	4	146	3	50	1	15	16	90	26	117	6	3	7	4	0	3	0	5	10	4	11	2	6	0	8	2	4
Tadh_TriadG52356	8	0	0	0	0	6	1	9	0	0	0	2	0	7	1	2	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0
Tadh_TriadG52359	123	14	4	4	14	53	10	187	15	57	7	30	35	139	43	134	8	14	8	4	4	3	5	8	4	3	17	7	5	5	16	4	3
Tadh_TriadG52362	90	11	6	11	17	58	9	150	15	37	0	41	24	142	32	121	8	14	10	4	2	8	1	5	17	1	19	5	11	5	18	3	5
Tadh_TriadG63188	2703	265	177	140	166	990	141	3099	282	989	56	630	427	2420	915	2362	164	126	159	44	11	101	62	129	174	95	252	95	119	58	228	55	116
Tadh_TriadG52368	142	16	9	6	11	67	15	188	12	43	5	46	27	132	42	119	8	5	11	2	2	2	3	15	10	5	15	9	7	4	14	3	5
Tadh_TriadG63539	1179	101	64	48	91	400	60	1485	120	413	27	288	232	1021	332	1060	66	84	63	31	16	56	18	80	81	40	150	31	58	37	132	34	43
Tadh_wf_g1108	388	19	24	30	24	163	17	532	39	143	18	91	97	322	105	360	24	16	27	10	7	12	15	25	24	15	43	15	11	9	40	5	16
Tadh_TriadG19963	26	8	2	2	2	19	0	40	3	7	4	7	5	27	4	25	2	3	4	2	0	0	0	4	2	1	1	2	3	0	7	1	0
Tadh_TriadG52373	508	56	36	29	41	196	31	656	55	204	18	111	109	464	168	464	31	29	21	7	6	29	9	43	37	20	46	23	26	8	56	15	20
Tadh_TriadG52375	341	21	27	18	14	114	26	447	32	107	11	109	60	339	97	302	19	14	16	8	9	9	8	33	32	11	30	14	16	13	36	10	9
Tadh_TriadG52377	2	0	1	0	0	2	1	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Tadh_TriadG52378	53	8	2	2	5	19	0	49	7	22	0	10	5	52	20	38	2	1	3	1	0	3	1	2	3	5	8	3	3	1	5	3	2
Tadh_TriadG49741	57	7	5	4	7	25	5	80	5	19	0	18	19	54	16	49	5	6	0	0	0	5	2	4	8	2	5	5	2	4	4	2	2
Tadh_TriadG52382	191	20	12	5	12	82	15	278	30	92	5	55	28	199	66	177	10	14	6	5	2	4	5	14	18	9	27	7	11	9	28	6	5
Tadh_orphan_36	648	73	49	23	54	242	43	890	73	259	25	190	127	623	207	630	27	45	55	16	4	22	16	51	62	25	81	24	42	23	85	16	24
Tadh_TriadG52385	52	5	4	4	10	27	3	72	11	28	2	26	21	68	28	78	7	4	2	2	3	8	0	3	2	0	4	1	3	2	6	1	5
Tadh_TriadG52388	67	9	4	9	8	30	7	78	3	19	3	19	13	63	21	60	6	4	4	2	1	1	4	4	8	0	6	5	3	0	10	2	0
Tadh_TriadG19413	32	2	2	0	2	6	2	52	4	17	1	8	10	23	10	30	2	3	1	1	0	0	0	2	4	0	5	2	2	0	1	1	0
Tadh_TriadG52391	88	7	6	8	8	20	4	97	9	27	1	27	17	68	23	59	5	4	5	3	4	3	0	7	5	1	5	3	5	2	3	4	1
Tadh_TriadG52393	185	21	17	6	11	88	14	249	23	71	4	43	42	159	59	150	5	5	9	1	3	7	7	7	16	1	23	3	8	6	8	3	11
Tadh_TriadG63189	3954	338	277	187	233	1417	262	4660	391	1583	104	923	674	3440	1399	3506	247	210	241	51	21	166	88	268	310	131	383	133	209	84	296	102	179
Tadh_TriadG52395	17	2	1	1	5	13	4	39	3	15	0	9	3	30	6	20	2	2	0	1	1	1	0	3	3	0	3	0	0	1	3	2	3
Tadh_TriadG18564	284	29	13	6	13	105	17	355	28	117	5	71	43	265	83	251	11	25	19	7	0	8	7	15	18	7	34	9	15	9	33	11	6
Tadh_TriadG52400	328	35	29	16	15	139	26	453	52	132	11	86	62	308	106	335	22	16	15	13	1	13	14	19	28	10	35	11	18	8	34	9	17
Tadh_orphan_38	1	0	0	0	0	0	0	3	0	2	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
Tadh_TriadG52402	7	1	0	0	0	1	0	6	0	2	0	2	0	2	2	3	0	0	0	0	1	0	0	0	0	0	2	1	0	1	0	0	0
Tadh_TriadG52403	2	0	0	0	0	0	0	3	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_39	3	0	0	0	0	3	0	10	0	1	0	0	1	9	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Tadh_orphan_40	21	0	0	0	8	8	0	29	5	3	0	7	2	16	5	19	1	2	1	0	0	0	1	0	3	0	3	2	1	1	1	1	1
Tadh_TriadG20204	76	6	6	1	5	29	6	91	14	30	2	17	17	57	22	96	2	4	7	0	1	3	2	5	10	2	9	2	3	0	11	1	3
Tadh_TriadG52407	34	2	0	2	1	12	7	40	5	21	0	14	5	34	16	15	1	3	2	1	0	1	1	0	2	1	3	3	1	1	4	0	0
Tadh_TriadG19675	747	70	52	47	61	296	29	911	98	251	22	200	140	656	245	675	42	41	35	17	4	49	18	40	57	28	87	30	40	22	80	24	21
Tadh_orphan_41	9	1	0	0	1	2	1	9	1	2	0	4	1	7	4	3	0	1	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0
Tadh_TriadG52410	149	15	9	4	15	54	10	200	22	57	6	39	19	152	36	134	9	9	8	5	2	9	8	7	14	3	14	5	8	2	13	7	7
Tadh_TriadG52413	29	6	2	0	3	16	2	49	5	12	0	12	8	44	11	25	2	5	2	0	0	3	4	2	2	1	4	0	2	0	12	1	0
Tadh_orphan_42	4	0	0	0	0	1	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Tadh_TriadG19492	126	6	4	7	8	47	8	162	10	37	1	34	17	108	34	111	3	13	5	2	0	5	2	10	12	3	10	4	6	4	20	3	3
Tadh_TriadG49753	188	24	11	4	11	78	10	266	17	84	9	55	37	181	55	193	12	9	6	7	4	8	8	17	11	6	29	3	7	5	27	3	12
Tadh_TriadG52419	68	5	8	3	2	35	6	85	6	29	2	11	9	56	21	73	2	2	3	0	0	1	1	2	4	3	7	3	3	1	8	2	3
Tadh_TriadG63545	190	16	9	7	11	68	11	245	25	73	5	71	53	187	39	159	12	18	11	6	1	14	11	17	13	4	20	9	16	9	21	8	4
Tadh_TriadG37030	77	3	5	5	14	36	7	93	12	35	3	20	16	97	22	98	8	8	7	5	2	6	5	6	9	1	9	1	4	1	11	2	6
Tadh_TriadG52425	153	10	13	7	6	73	7	191	14	61	8	49	29	195	46	147	9	7	4	3	0	8	2	9	7	9	19	13	12	1	18	3	10
Tadh_TriadG19682	78	5	7	4	7	27	9	97	13	23	4	26	12	61	17	59	6	3	6	3	0	4	5	4	7	5	9	1	3	1	9	2	6
Tadh_orphan_43	6	1	1	0	2	9	1	8	1	7	0	1	0	6	3	15	2	0	0	0	0	1	0	0	1	0	2	1	0	0	1	0	0
Tadh_wf_g1167	620	52	25	26	42	205	32	740	74	191	18	184	118	575	195	527	32	38	36	13	7	27	12	40	63	18	73	28	22	20	39	25	32
Tadh_TriadG18503	482	40	28	20	34	164	31	530	40	173	16	111	90	407	148	365	25	26	23	9	5	21	3	32	48	10	50	17	25	10	46	11	14
Tadh_TriadG20272	96	13	6	1	8	53	9	125	11	30	5	43	22	96	31	82	6	12	6	3	2	7	2	6	9	3	14	7	6	3	13	1	6
Tadh_TriadG63549	219	21	13	11	16	110	13	280	24	71	7	69	41	231	79	207	11	9	11	4	4	6	7	12	15	14	26	5	13	6	27	5	7
Tadh_TriadG49758	368	35	23	15	24	139	30	533	54	143	10	116	62	335	120	350	12	26	15	8	7	14	12	27	36	15	41	17	14	13	49	7	15
Tadh_TriadG63551	1797	192	113	95	115	708	104	2346	207	714	63	454	318	1679	577	1665	102	117	100	43	7	71	54	135	140	54	224	61	78	45	198	51	68
Tadh_orphan_44	96	6	6	4	5	49	10	143	17	34	2	29	17	113	39	96	4	9	4	5	1	5	3	4	8	4	9	5	1	3	10	2	3
Tadh_TriadG20386	58	6	2	9	4	31	5	80	6	18	1	17	13	78	25	53	4	7	7	0	1	5	1	3	6	4	11	2	11	4	7	3	3
Tadh_TriadG52445	565	68	29	36	31	238	36	797	85	232	14	156	131	587	193	577	34	42	38	9	9	28	11	29	46	18	93	18	36	21	61	16	17
Tadh_TriadG52446	19	0	0	0	2	6	2	23	1	5	1	2	2	14	7	22	2	2	4	0	0	0	1	0	0	1	1	1	2	0	3	1	2
Tadh_TriadG52447	81	3	3	1	4	22	2	87	7	27	3	16	12	59	25	59	1	3	4	0	1	2	1	5	7	2	5	3	7	3	9	0	7
Tadh_TriadG20051	52	8	4	2	3	16	3	68	4	13	3	21	9	42	14	44	3	3	4	2	0	1	2	1	4	1	7	1	6	0	1	2	0
Tadh_TriadG19616	881	81	73	34	70	337	51	986	107	309	29	229	158	918	234	816	34	47	39	20	8	30	32	56	54	32	100	41	46	32	76	19	29
Tadh_TriadG19042	46	8	0	1	2	13	2	61	4	17	0	24	15	60	22	55	2	3	5	1	1	1	0	3	4	3	2	2	2	1	5	1	2
Tadh_TriadG63553	73	10	1	3	10	25	4	102	6	21	2	22	7	67	13	55	3	6	3	5	1	6	2	2	4	0	10	2	3	0	15	5	3
Tadh_orphan_45	2	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Tadh_wf_g1194	149	15	7	5	6	66	4	160	11	39	3	40	27	142	47	126	12	11	10	6	2	6	2	7	10	6	16	4	3	4	12	11	6
Tadh_TriadG20369	3854	342	219	173	271	1465	224	4842	369	1608	121	941	672	3664	1210	3543	214	250	221	94	35	144	96	220	288	151	466	145	176	100	429	101	136
Tadh_TriadG18924	133	15	6	10	11	60	15	204	30	58	6	33	35	139	59	125	10	8	8	2	2	3	5	16	7	3	20	12	5	2	26	3	3
Tadh_TriadG52465	67	12	7	6	5	32	8	136	5	39	0	32	19	97	21	69	2	6	3	0	1	4	5	2	10	6	18	3	7	4	19	2	4
Tadh_TriadG52466	66	6	5	3	2	26	4	85	13	32	2	27	17	73	19	90	4	6	5	1	0	2	1	5	3	5	3	3	6	4	10	3	3
Tadh_TriadG52469	43	3	2	0	1	18	4	47	2	8	1	10	14	34	9	30	1	6	4	1	0	3	0	3	2	1	7	1	2	3	7	1	2
Tadh_TriadG18785	472	38	37	24	35	141	32	599	56	172	22	132	88	389	139	403	34	30	29	8	7	25	15	22	27	20	50	23	31	3	41	20	13
Tadh_TriadG52473	84	9	4	1	5	24	5	108	5	35	1	25	20	69	21	96	3	3	5	1	4	8	0	2	7	1	13	5	0	2	12	3	2
Tadh_orphan_46	11	1	1	2	3	7	1	15	2	8	0	3	3	10	2	8	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0
Tadh_TriadG17678	458	39	25	18	43	165	31	533	43	183	12	108	72	428	121	454	31	25	19	5	1	22	9	30	31	10	54	14	16	11	35	8	17
Tadh_TriadG37040	13522	1321	816	682	1024	5169	906	17237	1618	4793	479	3577	2469	12815	4155	12419	660	828	773	408	145	555	415	785	1046	484	1597	561	717	441	1405	384	497
Tadh_wf_g1217	5493	509	367	272	359	2091	314	6570	592	2108	155	1369	937	5202	1826	4905	321	365	346	99	38	230	127	349	430	165	597	203	280	121	483	143	240
Tadh_TriadG63557	329	36	11	21	31	134	14	417	46	108	4	104	79	300	112	318	25	22	16	7	7	17	15	26	35	11	48	11	18	11	50	14	16
Tadh_TriadG18601	61	8	5	3	1	27	4	84	11	26	2	20	13	66	19	61	2	3	5	3	1	3	1	5	2	1	8	2	4	3	9	2	2
Tadh_wf_g1225	11	1	0	0	1	2	0	7	0	5	0	3	3	4	2	6	1	0	0	0	0	1	0	0	0	0	1	0	2	0	1	0	2
Tadh_TriadG52489	99	2	3	2	24	49	0	134	3	35	2	61	26	107	35	81	3	17	3	1	2	2	4	2	9	4	13	8	10	0	9	0	8
Tadh_TriadG37048	9501	772	620	501	516	3372	538	10545	988	3872	250	2221	1557	8641	3355	8039	588	558	585	132	40	477	207	627	667	279	901	383	410	166	696	232	454
Tadh_TriadG49771	42	5	2	1	1	16	2	73	3	20	3	20	7	50	14	48	4	4	2	3	1	0	1	4	4	1	15	1	0	0	9	1	2
Tadh_TriadG18456	50	7	4	2	3	20	6	74	13	23	2	14	14	68	23	54	0	4	3	0	0	2	3	3	5	1	9	3	5	1	9	2	2
Tadh_TriadG52495	84	7	4	7	12	32	5	110	10	34	3	22	15	88	33	81	2	4	3	2	1	5	3	5	9	4	8	3	1	1	13	4	2
Tadh_TriadG63196	1258	95	68	55	77	535	57	1444	119	562	39	340	206	1220	396	1095	75	84	75	28	11	51	26	90	132	39	137	48	50	21	84	33	51
Tadh_TriadG52500	18	1	0	1	1	7	1	33	2	7	1	8	4	26	8	25	0	1	2	2	0	0	0	2	0	1	4	3	1	0	2	1	2
Tadh_wf_g1236	124	12	6	6	10	51	10	159	16	58	2	42	20	112	35	123	7	12	16	4	1	7	2	10	7	5	18	2	6	6	14	2	4
Tadh_TriadG52501	20	3	1	0	3	6	0	32	3	8	0	6	4	15	13	20	2	1	3	0	1	3	1	1	3	1	3	1	1	2	3	1	3
Tadh_TriadG52503	88	6	4	3	5	33	6	82	9	28	0	21	17	81	25	64	5	10	5	4	2	6	2	4	3	1	5	2	5	2	11	1	3
Tadh_TriadG63562	139	23	4	4	11	61	12	208	21	54	8	62	45	142	56	124	9	13	9	3	4	12	8	9	18	5	22	3	5	2	9	5	5
Tadh_TriadG52507	68	3	4	4	6	17	5	68	9	15	0	14	6	43	10	45	2	4	1	0	0	1	1	3	5	2	8	1	2	0	5	0	2
Tadh_TriadG52509	44	1	3	1	7	25	3	82	7	25	2	13	17	64	19	49	7	12	5	1	1	6	1	7	5	4	14	1	1	1	7	1	1
Tadh_TriadG49777	57	6	1	5	5	22	0	70	11	18	1	13	18	56	15	39	6	7	1	1	0	1	0	8	4	3	11	3	6	4	7	3	2
Tadh_TriadG52514	87	14	6	6	8	43	6	110	8	32	2	32	15	106	35	99	2	4	5	3	0	6	4	6	11	3	6	3	5	4	9	1	3
Tadh_TriadG52516	26	0	2	0	0	11	1	27	2	15	0	2	3	25	8	23	1	5	1	0	0	0	1	0	0	2	7	1	0	1	5	1	2
Tadh_TriadG63564	135	13	9	8	12	56	4	153	8	51	1	35	22	92	30	86	3	7	5	1	2	1	4	10	6	3	13	5	1	2	11	3	4
Tadh_TriadG52519	54	4	2	2	1	18	4	76	9	32	3	15	14	67	13	42	7	8	2	5	0	2	3	4	1	5	5	3	2	3	8	2	3
Tadh_orphan_47	62	7	7	8	7	30	11	88	8	24	2	22	12	60	29	72	3	3	1	1	1	3	5	4	8	2	8	1	2	0	9	2	2
Tadh_TriadG52522	82	11	3	4	6	35	5	116	8	37	4	20	21	77	24	65	6	8	3	2	2	5	1	9	5	4	14	6	4	1	10	4	6
Tadh_orphan_48	8	0	1	1	3	9	0	5	0	2	0	7	2	12	3	9	0	1	0	0	0	2	0	1	1	0	3	2	0	0	0	0	1
Tadh_wf_g1261	439	47	21	23	47	166	22	555	52	131	8	149	96	463	124	423	23	38	40	19	6	22	17	31	38	14	51	23	22	23	61	7	22
Tadh_TriadG52525	7	1	3	0	1	1	0	2	1	2	0	3	0	4	0	5	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0
Tadh_TriadG52526	81	5	1	1	8	23	7	124	6	29	5	34	16	79	31	99	3	5	5	2	1	2	3	2	9	6	10	0	1	3	17	4	3
Tadh_TriadG52531	71	5	5	6	5	29	1	90	15	27	1	28	13	60	18	75	8	5	2	1	0	0	0	3	5	1	9	5	0	3	10	0	0
Tadh_TriadG52533	289	16	17	19	12	107	18	305	30	97	11	84	44	257	77	264	17	12	21	3	3	12	6	11	16	16	27	9	13	12	19	5	7
Tadh_TriadG37059	211	22	8	15	16	85	12	271	22	68	4	62	45	191	48	153	13	9	13	9	1	8	1	20	13	6	28	9	9	10	20	4	8
Tadh_TriadG52537	65	5	4	3	2	29	1	68	5	22	0	11	5	66	18	53	5	4	4	0	0	0	2	9	14	4	5	2	3	2	6	2	0
Tadh_TriadG18537	20	2	1	0	2	6	0	21	1	15	0	0	6	22	10	31	1	3	1	2	0	0	2	3	1	1	3	0	2	0	2	0	1
Tadh_TriadG52543	28	1	1	3	2	12	1	43	4	7	0	10	8	34	16	42	0	2	2	0	0	1	4	6	2	5	3	0	3	1	3	0	1
Tadh_TriadG52547	73	4	7	2	4	25	3	73	4	32	1	15	10	76	12	56	2	6	8	0	1	2	1	2	1	1	2	1	2	3	4	2	1
Tadh_TriadG63201	309	40	24	19	28	118	13	375	38	119	13	91	61	318	90	316	23	22	14	10	3	16	9	12	21	13	31	8	16	9	23	13	15
Tadh_orphan_49	10	0	2	0	1	3	0	5	1	3	0	5	4	7	0	10	0	1	1	0	0	0	1	0	0	0	2	1	1	0	1	0	0
Tadh_TriadG7674	54	4	3	3	2	18	2	60	7	13	5	18	4	50	14	40	0	2	5	0	1	7	1	3	8	1	6	1	1	5	2	3	1
Tadh_orphan_50	4	1	0	0	1	1	1	6	1	1	0	5	0	4	0	2	0	1	0	0	0	0	1	1	0	0	3	1	0	0	0	0	1
Tadh_TriadG20314	14	2	1	0	2	7	0	24	5	6	1	9	7	24	6	16	1	0	3	1	0	0	0	3	2	0	2	2	1	0	1	1	3
Tadh_TriadG52553	15	3	1	0	8	9	2	22	4	9	3	24	4	27	8	18	0	4	1	0	0	1	2	3	2	1	8	0	1	2	0	1	2
Tadh_TriadG35366	67	5	6	3	2	27	4	95	10	19	1	16	11	56	10	58	3	0	1	2	1	4	2	4	6	4	4	1	3	3	7	3	6
Tadh_TriadG20381	105	16	6	9	6	43	5	143	21	40	2	41	17	88	45	98	2	7	6	1	2	3	0	4	7	4	14	2	9	5	17	4	3
Tadh_TriadG52558	56	10	2	4	4	30	4	99	4	31	0	27	17	62	13	67	6	4	4	1	0	2	1	2	5	5	8	0	4	3	7	4	2
Tadh_TriadG52559	21	2	1	1	1	11	3	33	2	8	1	10	8	19	8	35	4	0	1	2	0	2	1	1	0	1	5	0	1	1	0	0	3
Tadh_TriadG52561	198	14	7	7	14	59	12	195	18	55	10	42	34	170	59	148	8	13	7	2	1	12	6	10	14	3	16	7	4	4	22	9	7
Tadh_wf_g1298	178	20	7	5	19	68	10	206	17	68	8	55	36	206	30	166	7	14	13	8	6	11	9	11	12	5	21	9	11	9	28	6	10
Tadh_TriadG20213	99	8	3	9	5	31	9	142	13	42	1	33	15	78	43	111	7	8	4	3	0	4	4	6	12	6	12	4	3	2	16	4	3
Tadh_TriadG52566	174	5	0	0	141	73	0	89	0	27	0	72	1	55	71	54	0	0	0	0	0	0	0	137	0	1	3	1	0	40	1	2	0
Tadh_TriadG52567	54	2	2	2	8	21	1	75	3	15	0	24	9	31	22	43	1	2	6	1	0	2	0	2	3	3	4	4	5	4	5	1	2
Tadh_TriadG52568	21	2	3	1	3	5	0	36	7	6	2	8	13	15	7	19	1	4	1	1	0	5	1	3	1	1	2	1	0	0	5	2	0
Tadh_TriadG63570	38	3	0	1	9	16	5	49	8	8	1	16	9	33	8	37	3	4	0	3	1	1	0	4	1	1	5	1	0	3	8	0	0
Tadh_TriadG52570	57	6	2	3	10	26	4	104	5	39	1	38	24	79	16	66	3	5	5	1	2	5	2	5	7	5	5	8	6	3	16	5	2
Tadh_TriadG52571	20	3	0	0	1	8	1	39	5	11	0	7	0	17	2	22	0	1	0	0	0	0	0	0	1	2	4	0	2	0	3	0	1
Tadh_TriadG52573	43	5	2	1	2	24	1	78	3	21	2	27	11	57	12	53	5	3	3	4	0	1	0	2	3	2	11	0	3	1	3	0	1
Tadh_TriadG52576	2	3	0	0	0	3	2	8	2	2	0	6	1	10	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG52577	10	1	0	0	1	3	0	8	4	3	0	5	4	13	2	7	0	0	2	0	0	0	0	3	1	0	1	2	1	0	1	0	0
Tadh_TriadG52578	17	2	0	2	1	9	2	29	4	8	0	14	6	27	7	15	0	2	2	1	0	1	5	1	1	2	4	1	0	0	2	0	0
Tadh_TriadG52579	13	3	0	0	1	2	0	14	1	3	0	5	2	11	3	4	0	2	1	1	0	0	0	1	2	0	4	0	1	1	1	0	0
Tadh_TriadG52580	5	0	0	0	0	2	1	0	2	0	0	1	0	2	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Tadh_TriadG52581	5	0	0	0	1	2	0	4	0	0	0	1	0	3	0	1	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tadh_TriadG52582	7	1	0	0	0	0	0	7	1	0	0	5	6	2	1	3	0	0	4	1	0	3	1	0	2	0	0	0	0	0	1	0	0
Tadh_orphan_51	25	2	3	0	1	11	3	48	3	10	1	10	9	34	10	26	0	2	2	2	0	1	1	3	4	0	6	2	0	0	5	0	0
Tadh_TriadG37071	223	18	18	10	21	96	18	310	29	87	6	52	46	204	75	199	9	18	8	7	1	8	3	20	17	7	23	8	5	7	27	3	8
Tadh_TriadG52586	12	1	1	0	0	4	0	9	0	2	0	5	1	3	0	10	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	1	0
Tadh_TriadG18881	310	39	29	11	21	120	25	360	37	108	9	76	48	292	89	280	16	21	22	4	5	17	9	22	27	11	38	8	9	8	28	6	16
Tadh_TriadG63204	152	17	10	7	12	85	3	223	14	70	16	35	26	181	46	165	9	9	11	3	2	12	7	5	10	4	41	4	5	5	20	7	0
Tadh_TriadG37075	120	8	9	8	9	46	8	157	12	44	3	44	31	91	34	120	8	9	4	7	0	1	4	8	13	2	15	3	8	3	13	0	5
Tadh_TriadG63205	262	20	20	13	17	101	13	371	28	109	7	90	60	271	83	278	16	11	19	5	0	13	8	13	27	14	37	9	10	4	33	12	11
Tadh_TriadG18236	75	8	6	1	6	20	5	76	5	31	1	15	7	54	20	65	4	5	2	2	1	1	0	5	6	1	6	2	1	1	4	0	1
Tadh_TriadG52598	8	4	0	1	0	5	2	25	2	7	2	6	6	20	9	12	4	0	2	0	0	0	0	0	1	0	2	1	4	3	0	0	0
Tadh_orphan_52	28	0	1	10	2	16	0	32	3	6	2	8	6	22	3	26	3	1	0	1	0	1	0	2	1	1	0	3	1	5	2	3	0
Tadh_TriadG19479	417	30	40	22	24	158	24	537	35	177	9	95	80	367	129	403	20	44	28	9	3	20	9	22	23	15	41	15	19	16	34	11	18
Tadh_TriadG49802	106	7	4	6	6	47	9	155	7	44	3	46	15	94	27	111	7	4	12	1	1	2	0	3	7	3	11	5	5	8	7	2	10
Tadh_TriadG52603	122	15	8	14	13	59	11	169	17	52	4	37	30	124	55	148	8	8	9	2	1	5	3	10	8	8	17	2	9	4	13	4	4
Tadh_TriadG37084	1110	113	66	45	92	425	68	1295	119	400	37	307	197	1068	338	977	57	39	57	23	11	50	36	58	73	28	111	46	46	34	80	14	30
