Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
unknown_1	darkolivegreen2	20	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_25	-7.5516663	15.14904
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_167	7.8957543	3.0119126
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_195	0.72312385	-0.040617883
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_17	4.365408	20.725136
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_241	-2.3765817	20.548182
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_179	3.0232499	5.9997134
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_191	0.91650695	0.100361444
epithelia_ventral	orchid1	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_147	7.8953953	5.235945
epithelia_unknown	plum3	22	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_175	8.245267	-1.4918407
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_241	-2.5125	20.408566
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_138	7.147339	1.284323
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_239	-2.2599363	20.624228
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_168	6.560418	1.6720214
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_181	2.620046	6.2298465
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_153	6.569118	2.2484667
peptidergic_other_1	paleturquoise3	35	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_254	11.210045	21.419312
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_8	15.588875	-2.5249052
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_181	2.6170623	6.246528
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_152	7.0086265	1.5552257
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_139	6.6997867	0.95543075
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_149	6.9078584	3.7589107
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_96	8.417933	5.9620056
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_173	7.200982	3.123663
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_181	2.6544464	6.247405
peptidergic_alpha	dodgerblue1	27	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_213	16.837133	16.69296
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_51	8.317007	11.475366
peptidergic_iota_like	deepskyblue1	44	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_244	-2.5292587	-10.02337
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_138	7.015826	1.296422
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_172	7.3797565	2.3802044
epithelia_unknown	plum3	22	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_184	7.558778	-2.3402047
peptidergic_other_2	paleturquoise3	55	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_255	10.550119	25.206379
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_192	0.3768782	-0.15434144
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_190	0.80403906	-0.043532822
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_136	6.5868273	1.762916
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_191	0.6715645	-0.047574293
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_57	8.919742	11.566528
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_150	7.145498	1.3545898
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_43	-9.387521	-3.7523131
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_164	7.01047	3.7441018
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_139	6.6528263	1.0177158
peptidergic_eta	royalblue1	25	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_230	0.3721405	-9.213375
peptidergic_theta_like	royalblue3	51	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_237	2.3103724	-9.224032
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_52	8.927293	11.64978
peptidergic_epsilon	steelblue1	41	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_227	13.495	-10.747187
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_57	9.183016	11.341468
epithelia_unknown	plum3	22	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_175	8.148517	-1.4220421
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_178	2.5661666	6.295375
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_190	0.7246068	-0.14212066
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_188	0.59389865	0.029398346
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_139	6.772101	1.0027094
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_165	8.387441	2.4526753
epithelia_ventral	orchid1	41	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_139	13.448576	-10.699782
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_28	-9.5537815	-4.7635803
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_139	6.719963	1.0838724
peptidergic_mu	cyan3	28	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_248	-2.3826506	13.53323
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_189	0.7738151	0.15299775
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_131	6.395466	1.7885264
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_30	-9.598632	-3.654562
peptidergic_epsilon_like	steelblue1	48	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_228	-15.1465645	8.370306
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_148	5.991526	5.86255
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_172	7.377681	1.4788948
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_43	-7.900372	-5.5461526
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_191	0.6182917	-0.09222185
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_48	9.793342	10.336622
peptidergic_eta	royalblue1	25	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_230	0.21412571	-9.090737
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_50	7.972256	11.011982
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_154	6.48012	1.6096029
peptidergic_iota_like	deepskyblue1	44	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_244	-2.5198367	-10.034193
trans_epithelia_dorsal_ventral	gray95	30	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_186	7.8235254	-0.19159763
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_139	5.257077	3.025463
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_168	6.4973187	2.478001
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_51	7.7655697	10.98869
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_139	6.758259	1.0589575
trans_epithelia_dorsal_ventral	gray95	30	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_186	8.403744	1.631843
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_128	5.3073134	3.4062092
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_92	7.484262	5.181821
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_241	-2.5552623	20.405651
peptidergic_mu_like	cyan3	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_251	11.135711	-4.361645
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_100	7.9381223	4.6494284
peptidergic_omicron	lightskyblue	41	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_253	13.464096	-10.6982565
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_57	8.985496	11.953795
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_137	5.0107555	3.3697512
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_95	7.9658656	5.412558
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_54	8.4273615	12.366133
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_190	0.7289797	-0.11628276
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_52	8.48883	12.388523
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_48	9.878674	9.943098
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_99	9.445973	3.2798467
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_57	8.913855	11.919141
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_164	5.5340266	3.6368468
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_137	6.8083363	1.4202324
trans_gland_epithelia_ventral	gray65	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_88	9.7220335	9.974989
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_147	9.245082	3.2000918
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_147	8.540331	5.969981
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_147	8.724628	2.8837762
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_172	6.6765866	2.0254478
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_2	14.672498	-1.4680617
unknown_1	darkolivegreen2	20	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_23	-7.350405	15.061607
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_178	2.6236842	6.270903
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_134	5.209531	3.8476279
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_57	8.927955	11.601777
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_2	14.667935	-2.420499
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_196	-0.28462222	-1.3159618
peptidergic_alpha	dodgerblue1	27	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_213	17.180523	17.130095
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_241	-2.4067278	20.482283
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_191	0.6960211	-0.087563895
peptidergic_alpha	dodgerblue1	27	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_213	17.119154	17.057028
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_183	2.8774054	6.066499
peptidergic_mu	cyan3	28	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_248	-2.3313463	13.498605
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_148	6.856756	3.5908496
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_40	-9.249783	-4.344661
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_229	22.087193	13.27055
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_183	2.727397	6.233794
trans_lipophil_2_epithelia	gray40	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_20	4.2755084	20.255459
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_171	7.7239685	2.720544
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_168	6.742885	2.0751348
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_147	9.3816805	2.8161886
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_138	6.979424	1.398721
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_201	0.6460165	-0.11676353
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_92	7.450465	5.265448
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_168	6.6339154	2.2860427
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_188	0.45810118	-0.16426423
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_239	-2.3681266	20.435911
epithelia_ventral	orchid1	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_147	8.527941	6.139811
peptidergic_beta	dodgerblue3	43	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_220	-12.5110035	6.5222487
peptidergic_omicron	lightskyblue	41	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_253	13.3895035	-10.646762
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_241	-2.4110458	20.3343
trans_epithelia_dorsal_ventral	gray95	30	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_186	7.2902093	1.2745957
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_154	6.5715747	1.6639751
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_99	8.718378	5.5348477
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_167	7.9497066	3.0009632
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_164	5.4349318	3.2736614
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_167	7.9035363	3.1450293
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_194	0.85532755	-0.11326942
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_148	6.946298	3.7514012
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_17	4.37556	20.443943
trans_epithelia_dorsal_ventral	gray95	30	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_186	7.827732	0.0013023688
peptidergic_eta	royalblue1	25	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_230	0.19813882	-9.088952
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_125	5.053476	4.227555
peptidergic_eta	royalblue1	25	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_231	0.5422198	-9.272449
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_173	6.64896	2.9476938
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_164	6.463709	2.3155456
trans_epithelia_dorsal_ventral	gray95	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_185	0.99563605	0.7122708
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_95	8.71389	5.702652
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_174	6.7231693	3.22818
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_28	-9.520589	-4.7522926
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_191	0.7018017	0.07869776
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_27	-9.474676	-4.646739
peptidergic_eta	royalblue1	29	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_233	1.3680475	-9.36787
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_132	6.6398616	1.6018901
peptidergic_mu_like	cyan3	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_251	11.1530695	-4.457174
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_19	4.3349166	20.12044
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_204	1.3752816	-2.0144525
trans_epithelia_dorsal_ventral	gray95	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_187	7.661819	-0.43730876
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_17	4.3233004	20.77842
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_30	-9.754522	-3.884507
peptidergic_eta	royalblue1	29	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_233	1.4220253	-9.484799
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_49	9.173722	11.19173
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_27	-9.470177	-4.6730247
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_17	4.2855816	20.818869
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_160	8.167826	2.351139
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_136	6.382162	1.562195
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_168	6.277298	1.8971472
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_204	0.7244502	-0.7335663
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_190	0.8004885	-0.1615143
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_165	7.55931	2.6141088
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_181	2.6192958	6.232903
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_166	7.6310334	1.8172265
peptidergic_gamma_like	skyblue1	39	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_224	10.436872	-10.520366
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_29	-9.386855	-3.8992288
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_51	7.576691	11.24123
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_8	14.652862	-2.8339078
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_203	1.6558009	-2.22958
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_173	7.7346163	3.004504
unknown_1	darkolivegreen2	20	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_25	-7.556942	15.149143
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_195	0.8487331	-0.36316764
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_193	1.1942331	-0.7397362
peptidergic_other_1	paleturquoise3	35	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_254	11.225044	21.434237
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_8	14.661229	-2.3581638
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_8	14.480198	-2.9032128
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_125	5.1944284	3.9695766
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_49	9.365167	10.13001
peptidergic_beta	dodgerblue3	43	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_220	-12.507911	6.523188
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_169	6.685369	1.9845729
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_28	-9.562497	-4.765536
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_139	7.1710525	1.0873228
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_204	1.4748677	-2.2314458
peptidergic_mu_like	cyan3	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_251	10.970481	-3.885119
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_114	6.5054054	2.773394
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_168	5.439072	3.4369962
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_94	5.7062798	4.6751914
peptidergic_eta	royalblue1	29	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_234	1.5151012	-9.379041
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_149	6.6691027	3.8543668
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_58	8.717697	11.458076
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_126	5.424449	4.166602
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_190	0.74013793	0.010340485
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_96	8.595498	5.903189
epithelia_unknown	plum3	22	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_176	7.825826	-1.2207716
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_221	-11.984635	6.647364
peptidergic_progenitors	blueviolet	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_210	5.190815	3.5193942
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_28	-9.527393	-4.6284814
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_243	-2.5095396	20.44924
trans_lipophil_2_epithelia	gray40	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_22	4.182963	20.35116
