Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_lipophil_1	11.215546	3.4421468
peptidergic_beta	dodgerblue3	34	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_beta	20.394192	3.3119867
trans_epithelia_dorsal_ventral	gray95	30	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_trans_epithelia_dorsal_ventral	4.617115	0.29912528
epithelia_ventral	orchid1	23	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	2.7078457	3.5049129
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.8844113	8.344649
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-6.1639266	8.117515
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_lipophil_2	6.8939276	19.28912
epithelia_gland_like	orange	52	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_gland_like	6.6560187	11.058045
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_gland_like	2.4110281	-0.6816387
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	7.3866754	10.163222
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.3571	0.27433354
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.859437	2.5535932
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	6.0092974	0.7171506
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_fibre	-11.185958	3.064594
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_iota	20.027914	13.225334
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	6.875529	10.929314
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.892908	0.36428568
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_iota	20.027977	13.148188
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	8.055286	11.614117
epithelia_gland_like	orange	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_gland_like	2.5197122	-0.99586505
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_gland_like	2.329753	-0.52178264
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.152558	0.18386306
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	6.0768375	0.82364565
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	6.0326056	0.92735624
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.0745697	-0.26038945
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-7.0875297	8.975558
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.6948018	0.31110093
peptidergic_eta	royalblue1	29	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_eta	20.985756	8.399537
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.9521437	1.1364005
trans_lipophil_1_epithelia	gray80	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_trans_lipophil_1_epithelia	11.822079	3.8371353
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.050418	7.6555157
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.208245	7.3413754
peptidergic_omicron	lightskyblue	41	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_omicron	11.968541	-6.903624
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	1.7323711	-4.2287397
trans_epithelia_dorsal_ventral	gray95	30	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_trans_epithelia_dorsal_ventral	6.66723	-0.42928416
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-6.283451	8.167055
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_gland_like	2.4572995	0.90584075
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_lipophil_2	7.1505127	19.541887
peptidergic_gamma	skyblue1	46	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_gamma	-0.83669895	-15.359261
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.752649	1.7205716
unknown_1	darkolivegreen2	20	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_unknown_1	-2.9576628	-10.693693
peptidergic_lambda	cyan2	50	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_lambda	1.3101859	18.457998
epithelia_unknown	plum3	49	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	14.736389	-5.8185415
peptidergic_mu_like	cyan3	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_mu_like	19.603607	-3.7283785
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	8.143803	11.086095
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.2791038	7.5614424
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.891903	1.2684875
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	7.9123898	11.723472
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.220443	1.0576591
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_lipophil_1	11.329351	3.523562
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.0972943	2.1171415
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.2550693	7.606009
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_lipophil_1	12.672678	4.0706744
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.188183	2.344352
peptidergic_beta	dodgerblue3	34	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_beta	20.428501	3.333967
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.659228	1.2357757
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	8.191994	9.6971655
peptidergic_theta_like	royalblue3	51	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_theta_like	22.019709	8.732246
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-7.098924	8.826536
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.012977	1.2753541
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.5691233	0.39764422
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.6988535	2.5878038
peptidergic_delta	skyblue3	33	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_delta	23.724348	9.228453
peptidergic_omicron	lightskyblue	41	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_omicron	11.964095	-6.9057717
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_fibre	-11.741578	0.938152
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.3487964	0.2947923
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.846102	1.0759823
peptidergic_alpha	dodgerblue1	21	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_alpha	14.955836	19.109755
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.6857815	0.9416833
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.9829679	2.3792794
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_iota	20.112648	13.268379
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_fibre	-10.95609	1.4148346
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-6.8877606	8.726884
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	1.6279906	-4.1528354
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.5474277	7.8289003
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	6.876662	9.908108
unknown_1	darkolivegreen2	20	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_unknown_1	-2.9678636	-10.723694
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	7.47911	9.911161
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	1.6494797	-4.135521
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.287617	1.0767362
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.7458599	0.3842976
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	7.5838833	9.60113
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	1.6186336	-4.164948
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.5620701	0.8573088
peptidergic_mu_like	cyan3	37	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_mu_like	9.040355	-10.734263
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.3777056	7.836855
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_fibre	-11.099438	1.7416651
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.079895	-0.17419755
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.2835903	1.3233027
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-6.171669	8.0335655
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.5143967	1.1933774
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.8518653	2.7453995
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.075956	2.8482082
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.8339543	8.306362
peptidergic_lambda	cyan2	50	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_lambda	1.2764683	18.495165
peptidergic_progenitors	blueviolet	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_progenitors	4.605508	-0.85486716
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	2.0234625	-3.7895699
trans_epithelia_dorsal_ventral	gray95	30	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_trans_epithelia_dorsal_ventral	4.3141055	0.2691971
epithelia_unknown	plum3	22	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	7.6824083	-1.0114534
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.8591886	1.0706282
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.613517	1.2239314
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	-4.9454303	7.411704
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	-4.37339	7.3970146
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-6.2620535	8.182774
peptidergic_iota	deepskyblue1	32	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_iota	-10.453915	-5.745179
epithelia_ventral	orchid1	23	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.6285415	0.4009921
peptidergic_omicron	lightskyblue	41	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_omicron	11.961593	-6.902269
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	1.5834321	-4.1540546
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_iota	20.074972	13.238585
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-6.1237087	8.163648
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.152833	-1.1359032
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.7946005	-0.49373797
trans_epithelia_dorsal_ventral	gray95	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_trans_epithelia_dorsal_ventral	-4.285763	7.3540773
unknown_1	darkolivegreen2	20	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_unknown_1	-2.897284	-10.85073
trans_lipophil_2_epithelia	gray40	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_trans_lipophil_2_epithelia	6.53233	18.959171
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_beta	20.062061	3.3129656
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	8.432043	10.528374
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.8330142	2.5426426
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_lipophil_1	11.198154	3.4148228
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.693948	2.8455045
peptidergic_mu	cyan3	28	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_mu	15.24643	12.63978
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_zeta	7.366961	23.549168
peptidergic_mu_like	cyan3	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_mu_like	19.323658	-4.305831
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_lipophil_2	7.068884	19.449083
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.9209957	1.0343745
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	-4.285688	7.3748407
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_fibre	-11.505809	1.4060591
peptidergic_mu	cyan3	28	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_mu	15.221662	12.657264
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.273732	8.121893
peptidergic_gamma_like	skyblue1	39	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_gamma_like	5.0604653	-11.606875
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.7697465	0.3815858
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	6.0231104	0.84575015
epithelia_ventral	orchid1	32	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	-10.498916	-5.700426
peptidergic_delta	skyblue3	33	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_delta	23.739038	9.327071
epithelia_unknown	plum3	22	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	7.7668104	-1.514143
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_gland_like	2.48596	0.706716
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.6818871	0.3409135
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	1.8853217	-3.8786507
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-6.1087584	8.185872
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_gland_like	2.3611896	-0.7874659
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.148043	7.4613743
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.436555	8.294352
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	1.5924436	-4.0504513
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_beta	19.5733	3.260619
peptidergic_delta	skyblue3	33	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_delta	23.728708	9.294858
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_lipophil_1	11.1523	3.4013755
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-6.6298995	8.8699465
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_lipophil_2	7.4375553	19.802324
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.5124543	0.79165167
trans_lipophil_2_epithelia	gray40	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_trans_lipophil_2_epithelia	6.46348	18.91059
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	1.562105	-4.0554695
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.844308	8.215218
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.205048	-0.22202896
peptidergic_mu_like	cyan3	37	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_mu_like	9.045539	-10.73906
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.473213	8.159334
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_lipophil_1	11.316809	3.5332901
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_iota	20.04406	13.248458
trans_lipophil_2_epithelia	gray40	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_trans_lipophil_2_epithelia	6.4501925	18.895134
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	7.5422807	11.457846
peptidergic_lambda	cyan2	50	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_lambda	1.3118738	18.456474
peptidergic_theta	royalblue3	32	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_theta	-10.50931	-5.6980357
peptidergic_alpha	dodgerblue1	21	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_alpha	14.939384	19.096943
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.6634095	0.33294266
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	7.6589212	10.616953
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	7.9133015	10.273148
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_lipophil_1	11.259533	3.359785
epithelia_ventral	orchid1	23	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.4636376	2.9405093
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	7.170411	10.439212
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.2650366	7.5581555
peptidergic_other_2	paleturquoise3	54	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_other_2	-4.2526174	0.95216906
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	6.665809	10.369325
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.5393643	0.54986393
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.986275	0.8692946
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_gland_like	2.4803658	-0.8348974
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.964458	0.8336658
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	7.6439514	10.505345
peptidergic_mu_like	cyan3	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_mu_like	19.561705	-3.780704
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.5877967	2.696928
