Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	peptidergic_other_1	paleturquoise3	35	batch2	Hhon	Hhon_peptidergic_other_1	-13.479909	4.635577
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.2570586	-10.156413
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.804937	6.3328843
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	9.738898	10.034138
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_peptidergic_theta	-15.549041	-1.4563894
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	21	batch2	Hhon	Hhon_peptidergic_alpha	-10.412353	6.4740486
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.1354284	21.849482
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.9742794	11.383136
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.396753	-10.232893
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	40	batch2	Hhon	Hhon_peptidergic_lambda	-12.166444	-7.1718335
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.289239	2.6372576
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_lipophil_2	8.981903	13.476023
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	7.432881	4.3669424
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.4394	10.196818
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.3660355	-10.1501
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	12.839798	2.7925901
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	9.45124	9.957018
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	5.919011	3.4991667
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	10	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	8.891203	5.6710696
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.697751	5.805426
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-4.537909	2.9799826
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.2968144	22.723846
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	7.0917463	4.0317435
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	9.898237	10.008793
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.593613	4.496145
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.7622933	5.8411393
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	15	batch2	Hhon	Hhon_epithelia_ventral	8.093414	5.262753
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	26	batch2	Hhon	Hhon_peptidergic_mu_like	-10.227653	12.15714
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.1287253	2.381364
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	9.679	10.020917
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.359914	9.936161
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	42	batch2	Hhon	Hhon_peptidergic_progenitors	5.427305	-5.3793945
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	7.2259517	2.7124944
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	40	batch2	Hhon	Hhon_peptidergic_lambda	-12.224205	-7.1138906
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	10.138654	11.289464
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.7718925	5.583096
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	4	batch2	Hhon	Hhon_peptidergic_progenitors	7.400305	4.930089
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_lipophil_2	8.9628	13.528179
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	Hhon	Hhon_peptidergic_alpha	-10.098229	6.7143927
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	Hhon	Hhon_peptidergic_alpha	-10.1786375	6.710694
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.418056	2.24204
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	37	batch2	Hhon	Hhon_peptidergic_mu_like	6.3098373	-15.801431
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	12.339934	3.08118
unassigned	unassigned	unassigned	peptidergic_epsilon_like	steelblue1	48	batch2	Hhon	Hhon_peptidergic_epsilon_like	16.504002	19.52507
unassigned	unassigned	unassigned	gland_1	darkorange3	24	batch2	Hhon	Hhon_gland_1	-3.7568977	2.1301072
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.821354	3.902959
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.7715893	5.2448373
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.9510865	3.2727528
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.8689117	21.349815
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	5.8988833	4.56815
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	6.4193335	4.90137
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_gland_1	-5.165244	1.855064
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	7.0435925	5.052452
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.257373	9.964362
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	34	batch2	Hhon	Hhon_peptidergic_beta	-4.080358	20.00654
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.9609337	5.6864104
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.77069	5.8885236
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	28	batch2	Hhon	Hhon_peptidergic_mu	12.31186	-12.12075
unassigned	unassigned	unassigned	peptidergic_omicron	lightskyblue	41	batch2	Hhon	Hhon_peptidergic_omicron	-4.492192	-10.191883
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	6.239754	3.1173885
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_gland_1	-3.8411083	1.8245819
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_peptidergic_theta	-15.542869	-1.4481962
unassigned	unassigned	unassigned	trans_gland_epithelia_dorsal	gray50	1	batch2	Hhon	Hhon_trans_gland_epithelia_dorsal	-2.910027	2.8276868
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	12.348176	3.068844
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.913329	5.861726
unassigned	unassigned	unassigned	gland_1_like	darkorange3	12	batch2	Hhon	Hhon_gland_1_like	-4.1244974	1.6634737
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.8480105	3.4994733
unassigned	unassigned	unassigned	epithelia_unknown	plum3	49	batch2	Hhon	Hhon_epithelia_unknown	5.4369683	1.8913963
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.035582	10.09454
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_gland_1	-4.664997	2.9666674
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	8.179889	4.6575847
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.7889447	3.4907944
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	7.081036	3.059216
unassigned	unassigned	unassigned	gland_1	darkorange3	23	batch2	Hhon	Hhon_gland_1	3.700483	3.352326
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	10.385706	10.399548
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	50	batch2	Hhon	Hhon_peptidergic_lambda	8.645173	-7.971155
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.6141906	2.6708486
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	9.997921	10.0834675
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.1708245	5.2996664
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	15	batch2	Hhon	Hhon_epithelia_ventral	6.7530665	5.0814877
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_gland_1	-5.0211134	2.169783
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.689026	9.794843
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.964501	6.5933266
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.188045	10.375103
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-4.5761313	1.6143183
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	40	batch2	Hhon	Hhon_peptidergic_lambda	-12.1621065	-7.176276
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_peptidergic_theta	-15.429924	-1.3315686
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.9111223	3.4635034
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	35	batch2	Hhon	Hhon_peptidergic_epsilon	-13.405904	4.6336956
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_lipophil_2	8.998305	13.491853
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	10.317517	11.10452
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.544084	10.155173
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.5477467	2.1926954
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.9495106	3.4215875
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.1053863	2.8972642
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	9.139656	0.28578162
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.9563265	6.5508213
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.473003	5.0084
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.9151754	6.230214
unassigned	unassigned	unassigned	peptidergic_omicron	lightskyblue	41	batch2	Hhon	Hhon_peptidergic_omicron	-4.4962153	-10.19519
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	33	batch2	Hhon	Hhon_peptidergic_delta	-13.914577	9.125617
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	15	batch2	Hhon	Hhon_epithelia_ventral	6.9024644	6.241352
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	44	batch2	Hhon	Hhon_peptidergic_iota_like	17.962303	2.6745062
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.397714	-10.125919
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.4714081	2.1839538
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	9.818075	10.129391
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	12.736616	2.81467
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_gland_1	-4.394449	3.0477772
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.6373777	6.066164
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	7.0477037	6.650756
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.437087	-10.085729
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	4.8731437	22.130497
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_lipophil_2	9.049024	13.444118
unassigned	unassigned	unassigned	peptidergic_other_1	paleturquoise3	35	batch2	Hhon	Hhon_peptidergic_other_1	-13.456525	4.6550393
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	7.8202887	2.476976
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	9.684206	10.043751
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	10.654619	0.11352549
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_gland_1	-4.6110563	2.9013145
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.284999	4.1773987
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.7020884	3.4233441
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.552483	10.071948
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.747121	5.3845415
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.8725467	5.7838535
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.52179	4.983202
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	42	batch2	Hhon	Hhon_peptidergic_progenitors	5.4281635	-5.395471
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.851512	6.334433
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.3478813	-10.134017
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.243476	21.331127
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.551689	4.1983204
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	1	batch2	Hhon	Hhon_trans_gland_epithelia_ventral	-2.7850761	3.0027332
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.3069787	-10.199461
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	10.05517	11.00995
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.4964433	5.3790607
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.2758837	22.46141
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.027494	10.098186
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	8.037929	2.9659312
unassigned	unassigned	unassigned	epithelia_unknown	plum3	22	batch2	Hhon	Hhon_epithelia_unknown	10.771796	-0.24931645
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	34	batch2	Hhon	Hhon_peptidergic_beta	-4.089622	20.01598
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	53	batch2	Hhon	Hhon_peptidergic_delta	4.822899	12.612857
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	7.253695	5.000635
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.400571	5.334323
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	Hhon	Hhon_epithelia_ventral	6.205778	3.8392696
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	9.355478	0.43239132
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	43	batch2	Hhon	Hhon_peptidergic_beta	-4.950724	21.021805
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-4.742096	1.2963313
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.6570873	2.8116734
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	1	batch2	Hhon	Hhon_trans_lipophil_1_gland	-3.7842662	10.342433
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.3254633	22.775618
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	7.42502	5.2766395
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	7.1648293	4.7624335
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_lipophil_2	9.012896	13.478228
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	42	batch2	Hhon	Hhon_peptidergic_progenitors	5.3925714	-5.42003
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.707086	3.6250284
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	9.742523	10.049483
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_lipophil_2	8.943195	13.525396
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	12.354472	3.0603573
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	7.668073	2.5236635
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	7.145116	5.891939
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.9549446	11.475493
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_gland_1	-4.5186033	1.7203411
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.055608	9.921881
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	7.896873	2.6182148
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.9149325	11.516373
unassigned	unassigned	unassigned	gland_1_like	darkorange3	45	batch2	Hhon	Hhon_gland_1_like	-11.111333	-0.33881003
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.6384745	21.484941
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	23	batch2	Hhon	Hhon_epithelia_ventral	8.601102	4.8895144
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	Hhon	Hhon_epithelia_ventral	6.8367085	4.0645304
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.6807375	5.7333784
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.960463	3.3747957
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	8.043376	4.333314
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.977243	4.2990522
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.7701445	3.518117
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	5.883346	3.8608356
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	9.525395	9.901748
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.72175	5.8266926
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	Hhon	Hhon_gland_1	5.118189	2.2412088
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	7.4419103	5.332182
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.909877	6.3197255
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.2210655	-10.208969
