TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_128	6.4016023	5.9139733
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_28	-2.4403882	7.76594
peptidergic_theta	royalblue3	54	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_205	-10.996982	14.445515
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_143	8.807048	6.473108
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_36	-2.5314815	7.91936
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_120	8.692644	8.509015
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_101	3.4018757	12.090908
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_181	9.144027	1.3404334
peptidergic_eta	royalblue1	35	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_203	-8.971524	0.5342966
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_147	9.198485	7.419859
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_36	-2.9447494	7.9675174
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_13	-3.182617	6.3776054
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_43	-7.83763	-7.156412
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_90	-0.12365952	-4.3392596
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_187	9.066095	0.83622736
peptidergic_mu_like	cyan3	42	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_215	-3.3326318	-12.251972
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_29	-2.4663134	7.5319905
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_145	9.011018	7.003323
trans_epithelia_dorsal_ventral	gray95	49	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_159	10.092726	6.7256002
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_132	6.4068704	5.6436276
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_147	9.366296	6.715803
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_131	6.37936	5.353363
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_118	2.8030806	12.681953
peptidergic_delta	skyblue3	53	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_200	17.172928	-0.7994285
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_33	-2.319946	7.846905
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_187	9.25277	1.2270412
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_32	-1.9270283	7.375274
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_41	-7.7702217	-6.9191446
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_42	-7.715814	-6.995707
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_102	2.5361476	12.556669
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_23	-2.5903416	7.726491
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_51	6.742748	10.553538
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_125	8.576578	8.771859
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_19	-2.8823678	6.730512
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_42	-7.762252	-7.0852604
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_181	9.050602	2.0831869
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_74	-1.4888225	-3.77592
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_126	6.2604623	5.8220406
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_84	-0.34992886	-3.9539342
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_98	3.5489905	13.658922
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_136	10.042837	6.827059
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_51	6.5806518	10.372463
trans_epithelia_ventral_peptidergic	gray60	46	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_157	-11.917686	9.146018
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_128	6.464206	5.843585
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_43	-7.8154387	-7.0993776
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_90	-0.73659396	-3.9837608
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_26	-3.3829932	7.9599404
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_44	-7.8138256	-6.973349
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_181	8.744711	1.2605872
peptidergic_epsilon	steelblue1	46	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_201	-11.881963	9.10944
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_134	8.377164	6.5176744
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_106	2.8851686	12.412891
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_28	-2.6271465	7.999959
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_107	2.3828633	13.189894
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_186	9.195854	2.1764092
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_183	8.577472	1.1112709
epithelia_dorsal_like	mediumorchid4	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_173	6.4554124	4.528404
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_44	-7.8476686	-7.212157
peptidergic_mu	cyan3	45	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_214	-11.086179	-3.617294
peptidergic_alpha	dodgerblue1	36	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_195	3.3356934	-13.080586
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_146	7.830012	8.529466
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_90	-0.37927473	-4.447779
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_184	8.5521345	1.199268
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_20	-2.692489	7.3302956
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_47	7.000329	10.111072
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_44	-7.855025	-7.2228537
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_30	-2.5213168	8.049582
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_208	13.50004	-8.802455
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_122	8.936689	9.527651
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_86	-0.013440297	-4.2710266
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_29	-3.16726	8.078724
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_89	0.36497763	-4.220129
trans_epithelia_dorsal_ventral	gray95	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_161	9.502287	5.9041853
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_181	8.704609	1.2171286
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_32	-1.9730483	7.793646
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_56	8.73408	11.761012
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_73	-0.6112669	-4.3316264
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_33	-2.029359	8.016991
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_138	9.293378	6.4271564
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_120	8.891573	8.939095
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_25	-2.8885489	7.415559
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_191	9.568568	1.480452
epithelia_ventral	orchid1	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_134	7.0717325	4.591094
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_49	7.023782	10.541959
trans_lipophil_1_gland	gray75	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_38	2.4509764	11.278735
epithelia_ventral	orchid1	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_133	6.4072104	4.5147634
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_183	8.577511	1.3003149
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_100	2.474355	12.543585
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_180	7.3617487	4.1596212
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_128	6.73098	6.032117
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_83	-0.46416545	-3.8685496
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_166	5.2438	0.47096694
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_50	7.0225163	10.708602
epithelia_gland_like	orange	43	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_120	-11.000597	3.9002562
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_29	-2.3118806	8.128366
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_182	8.8920555	1.1222923
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_28	-2.6964278	7.253158
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_47	6.441519	9.423293
peptidergic_progenitors	blueviolet	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_194	9.616672	5.9534016
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_13	-3.3033214	6.279483
peptidergic_delta	skyblue3	53	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_200	17.17339	-0.79905075
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_23	-2.4459393	7.6980186
epithelia_dorsal	mediumorchid3	32	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_188	8.608581	0.17425011
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_115	4.7270045	12.946746
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_55	8.953792	11.791346
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_19	-3.1496568	6.188757
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_90	-0.07284837	-4.476279
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_15	-2.8539762	7.2222433
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_101	4.566192	11.665061
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_73	-1.0731543	-3.7957685
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_156	8.904449	5.8809347
epithelia_ventral	orchid1	32	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_150	7.975759	7.2725286
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_107	3.092778	12.435719
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_122	8.538771	8.850858
peptidergic_eta	royalblue1	34	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_204	-9.842653	0.7921508
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_3	-2.4919922	6.17735
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_167	5.767088	0.79455274
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_181	8.791215	1.1051865
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_87	0.16977653	-4.4221015
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_139	9.400753	5.915119
trans_epithelia_dorsal_ventral	gray95	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_161	9.488536	5.652591
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_107	2.8004496	12.666943
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_12	-3.0565097	6.1932855
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_73	-1.5465533	-3.9172235
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_41	-7.7947636	-7.025341
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_112	3.697864	13.039757
trans_epithelia_dorsal_ventral	gray95	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_161	9.558055	5.887058
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_25	-2.9885423	7.6925144
peptidergic_eta	royalblue1	35	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_203	-9.018637	0.55561495
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_47	6.4589987	9.431727
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	-1.7430124	-4.061879
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_107	2.583992	13.097347
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_94	2.5671058	14.245316
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_41	-7.811518	-7.112751
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_131	6.3350043	5.8291354
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_56	9.082542	11.544523
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_212	19.591936	-1.3832648
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_184	8.553471	1.1249374
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_42	-7.795152	-6.961928
epithelia_gland_like	orange	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_124	9.850436	7.8597484
peptidergic_progenitors	blueviolet	35	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_194	-8.842492	0.44846448
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_47	6.5044703	9.433744
fibre	chartreuse3	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_60	5.3500338	10.118661
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_32	-2.5290887	7.9278812
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_141	9.473361	6.8002834
trans_fibre_gland	gray55	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_91	-0.5195112	-4.350572
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_29	-2.7859335	7.2242694
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_145	9.121896	6.3151827
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_212	19.617046	-1.348939
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_148	7.7979527	7.152972
trans_epithelia_dorsal_ventral	gray95	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_161	9.56198	5.90094
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_126	6.2920713	5.88697
peptidergic_omicron	lightskyblue	51	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_217	1.2933577	21.802156
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_208	13.4055605	-8.730196
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_12	-3.1492155	6.1379743
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_123	9.902276	7.7219067
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_167	5.6809564	0.7419503
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_74	-1.3683128	-3.8691118
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_55	8.9936905	11.772536
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_148	7.804491	7.179295
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_132	7.544863	8.9457245
peptidergic_mu_like	cyan3	42	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_215	-3.258899	-12.325616
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_13	-3.560757	6.4382763
peptidergic_iota_like	deepskyblue1	41	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_210	5.970385	-5.7039046
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_42	-7.6676755	-7.080896
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_13	-3.3550968	7.105439
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_21	-2.6552856	8.107296
peptidergic_alpha	dodgerblue1	36	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_195	3.320771	-13.013275
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_34	-2.5858364	7.7625995
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_94	2.4487991	13.336234
epithelia_dorsal	mediumorchid3	47	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_187	-6.1447105	15.848492
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_114	3.928344	13.483043
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_55	8.93647	11.770789
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_112	3.3446715	12.852339
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_42	-7.8025455	-7.0815206
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_110	4.0834684	13.971589
peptidergic_gamma	skyblue1	52	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_198	-5.3476176	2.338178
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_50	7.031856	10.654884
epithelia_ventral	orchid1	32	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_151	9.431719	5.7363076
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_129	6.3081226	5.9295907
unknown_2.1	darkolivegreen3	33	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_46	-1.8229686	14.944893
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_50	6.999387	10.70469
trans_epithelia_ventral_peptidergic	gray60	35	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_157	-9.5128355	0.7356732
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_83	-0.49188727	-3.8329139
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_29	-2.5491138	7.040291
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_123	6.5653057	5.676511
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_11	-3.4154496	6.1703525
lipophil	khaki2	28	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_3	-2.7565823	7.5964475
unknown_2.1	darkolivegreen3	33	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_46	-1.7982854	14.985399
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_167	5.2892475	0.56646293
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_186	8.764222	2.2521653
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_191	9.448044	0.8740274
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_116	3.3148	12.203929
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_146	9.046779	7.8698115
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_103	3.0829177	12.979203
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_54	9.2125635	11.341623
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_192	9.225675	1.5685322
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_19	-2.8600814	7.624965
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_202	8.299822	-12.578655
trans_lipophil_1_gland	gray75	44	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_38	-2.0380995	6.30032
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_28	-2.4146142	8.213251
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_212	-10.841873	4.024452
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_48	7.0551457	10.285119
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_144	8.594933	7.12964
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_85	-0.20242403	-3.9676557
peptidergic_theta	royalblue3	54	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_205	-10.994593	14.448878
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_90	-0.20183086	-4.054736
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_17	-3.0538871	6.1537995
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_49	7.1513214	10.508311
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_17	-3.2603686	6.218947
