TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.223844	-0.2576558
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.683366	4.634791
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.427268	4.9689903
trans_epithelia_dorsal_ventral	gray95	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_epithelia_dorsal_ventral	7.808234	4.9321213
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.3044777	6.7464304
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.0800886	5.0125747
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.3	9.51016	-5.384157
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	5.678776	13.485723
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	6.6352744	-1.4523159
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.49222	6.39166
gland_1	darkorange3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	3.9586093	11.17326
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.106197	12.967781
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	7.812802	7.4062324
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	12.457158	-12.123959
trans_epithelia_dorsal_ventral	gray95	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_epithelia_dorsal_ventral	7.749208	5.0609503
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.3	9.863072	10.293739
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	6.757497	-1.439136
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.667598	-1.1199493
trans_epithelia_dorsal_ventral	gray95	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_epithelia_dorsal_ventral	10.821679	-1.8895648
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.164574	12.933342
epithelia_gland_like	orange	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	8.162697	6.8720045
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.3748803	6.45413
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	5.021611	8.938246
trans_lipophil_1_gland	gray75	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_lipophil_1_gland	-5.1375213	4.409819
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.5011153	5.1095653
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.3657627	12.8083105
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	6.6322556	6.130559
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.235869	12.917341
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	5.3255596	4.145114
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.188873	12.800996
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.2905865	4.9550695
epithelia_ventral	orchid1	32	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.062572	5.658084
peptidergic_mu	cyan3	45	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_mu	-14.736178	8.357504
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.366684	-0.48120752
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.1117125	12.989228
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.1717105	12.721893
peptidergic_mu	cyan3	45	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_mu	-14.729962	8.366853
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.670629	12.480944
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.597857	5.2352366
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	7.8062196	-0.9192425
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-11.817369	0.4021878
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	21.691599	6.7787704
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.564958	5.0082603
peptidergic_progenitors	blueviolet	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_progenitors	7.9809923	5.009062
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.748081	6.393963
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	12.447869	-12.143679
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.370877	4.7844515
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	5.2957745	4.224225
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	5.2846136	4.1445913
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-11.851366	-0.3888447
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.019715	12.472164
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	6.61977	-1.351008
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	5.5057063	13.490868
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.538989	6.246933
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.060976	5.0591583
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.97967	5.993897
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.518803	6.09014
peptidergic_iota_like	deepskyblue1	41	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota_like	3.5469291	-8.847953
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.250266	-0.15613964
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.22054	-1.3882011
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.712876	12.172569
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.486768	10.015876
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.077221	5.2718525
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.268086	-0.011287546
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.672541	5.1181445
gland_1	darkorange3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.679731	11.311721
peptidergic_kappa	deepskyblue3	43	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	-9.602196	12.677664
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.1741786	12.874754
peptidergic_alpha	dodgerblue1	37	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_alpha	-3.0186567	-9.880929
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.980464	11.527612
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.564546	-1.5255562
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-11.717199	0.629488
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	11.236612	-1.2350943
peptidergic_iota_like	deepskyblue1	41	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota_like	3.6059551	-9.046089
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	4.87601	9.015537
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.3	9.724912	10.303829
fibre	chartreuse3	24	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.083896	-0.63570875
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.679994	13.253671
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.2694	-1.5154798
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.1511173	12.650992
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.651845	6.350615
peptidergic_eta	royalblue1	34	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_eta	-0.23751687	-4.166785
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	6.1194596	8.596404
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	5.0029206	13.317736
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_zeta	4.309038	-14.182227
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.6286726	4.4214377
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	7.4426374	8.309847
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.2593794	4.9758162
trans_epithelia_dorsal_ventral	gray95	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_epithelia_dorsal_ventral	7.906462	5.390327
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.242774	5.197637
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.1619835	10.062635
epithelia_gland_like	orange	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	8.396727	7.1811385
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.742698	6.474468
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.623102	-1.2177954
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	5.0866504	11.463985
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	4.859177	9.031628
lipophil	khaki2	28	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.1966567	4.4271154
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.085313	0.24726333
peptidergic_mu	cyan3	45	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_mu	-14.721054	8.384109
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.717337	12.274449
peptidergic_mu	cyan3	45	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_mu	-14.731621	8.362891
gland_1	darkorange3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.067808	11.457897
fibre	chartreuse3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	6.473423	6.5347466
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.043337	0.19047822
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	6.9925113	6.138907
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	5.3314977	10.014071
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.6918902	6.473534
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.3	9.772821	10.29452
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_zeta	4.263052	-14.141336
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	12.270467	-12.318745
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.787742	5.760243
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.7236357	7.446285
epithelia_ventral	orchid1	32	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.777715	7.33642
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	5.284624	4.192785
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.216604	6.4883504
epithelia_ventral	orchid1	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.9535933	5.803833
trans_epithelia_dorsal_ventral	gray95	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_epithelia_dorsal_ventral	8.047612	5.161776
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.183443	10.165178
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-11.979974	0.4946753
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	7.1958995	6.876664
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	9.016533	-5.109715
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.40303	-1.6345935
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	21.689508	6.7759414
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.9289985	5.303064
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	11.114669	-1.2865827
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-10.8852005	0.4974349
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.452707	4.920865
peptidergic_mu	cyan3	45	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_mu	-14.747783	8.349364
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	4.9567156	8.958192
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	6.695943	-1.3864346
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	11.279852	-1.4564457
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.2340646	13.015684
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.6167784	6.366449
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	6.0451417	8.525685
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.575426	-1.428286
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	7.967625	7.6466002
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.342239	12.872489
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.1471167	4.97145
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-11.7396	0.6627356
epithelia_dorsal	mediumorchid3	31	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	7.2383113	-7.3856115
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	8.287293	-1.2948654
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.552658	-1.6098965
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	5.496221	13.582739
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	12.740541	-12.217036
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.7260985	12.798655
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	12.431226	-12.215679
peptidergic_nu	cyan4	48	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_nu	22.391928	2.4518538
unknown_2.1	darkolivegreen3	33	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.1	10.045061	-8.13002
peptidergic_kappa	deepskyblue3	43	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	-9.621126	12.700685
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	9.926566	-1.4179631
peptidergic_kappa	deepskyblue3	43	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	-9.60282	12.6814995
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.004457	-1.5897789
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	7.7518888	7.35692
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.7273493	4.866113
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	9.596934	-1.495941
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	6.3320203	6.6548514
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.174795	12.544025
trans_fibre_gland	gray55	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_fibre_gland	-11.951394	0.3319021
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.5180206	4.4199667
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	9.026318	-5.1168942
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.105272	12.536729
peptidergic_kappa	deepskyblue3	43	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	-9.595245	12.665972
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.6806674	6.3822956
trans_epithelia_dorsal_ventral	gray95	49	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_epithelia_dorsal_ventral	8.097179	4.942412
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.776646	10.828073
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.395134	5.030622
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota	3.1902282	-6.6968017
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.8255954	13.161296
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.7930245	5.341588
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	8.992591	-5.0816827
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-11.00882	0.61170983
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.7669344	5.0470967
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.6923084	4.7178693
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	6.1543202	13.70476
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.678639	6.2659645
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.720089	6.488743
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota	3.18374	-6.769684
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.3881702	5.0140114
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.8263726	5.8201194
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	5.8764434	13.301827
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.106171	-0.37893334
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-11.147773	0.72725123
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	12.427043	-12.186022
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.2180715	12.678584
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.463576	10.114652
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	9.955003	-1.393644
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.7175527	6.463548
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-7.0367093	6.0164723
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	5.266058	4.1100364
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_beta	4.3222528	20.055164
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.3638663	12.723695
